iso3,admin,continent,ncell,burned_frac_pct,p_ann,t_air,gpp,gdp_pcap,fire_resid,gdp_resid
DEU,Germany,Europe,188,0.1454649594673556,736.454695088667,9.710197777804254,0.2267561956526638,41161.09017632519,-0.72498987228324,0.8498769912728323
GEO,Georgia,Asia,30,1.2482808013673772,1082.2101508809292,8.585890034757997,1.2491910299205309,3218.0801448594875,0.1825637420762724,-0.5489820485838566
GMB,Gambia,Africa,4,25.81533909356484,1039.7125858135153,27.60285304612476,0.05597558130626088,641.052712216426,0.6200168639265556,-0.02111249792037384
GAB,Gabon,Africa,84,2.1619297902649364,1861.7965768865536,24.69656435581817,2.748684735225179,7247.275366377349,-0.4302395011822144,0.3462885511685241
FRA,France,Europe,283,0.25855216211043114,1051.8809836886185,13.19585985602294,0.9556550011694263,37706.1699000185,-0.7360204486959762,0.748536132120778
NCL,New Caledonia,Oceania,6,0.2210272459782393,1371.008651682156,18.332134648053206,2.024679852509564,30727.682218902803,-1.0952917814762526,0.741192536611293
FIN,Finland,Europe,246,0.1074148688678456,564.7185923943716,2.25469017753629,0.5224135242429739,43822.418106222576,-0.4551240362723382,0.3989103339594884
FJI,Fiji,Oceania,4,4.2307814658549665,1303.4099987719246,11.653154190719492,1.4156156511950875,4106.309808650366,0.5454159166470177,-0.3166645343068657
ETH,Ethiopia,Africa,368,10.558927102938258,834.4195120709772,23.61741242112067,0.7564870359756805,410.3196037686462,0.34835729260423887,-0.8112782419568854
EST,Estonia,Europe,27,0.26840047527924316,646.3965906431398,5.884740694598112,1.0014535381214793,15859.015337905628,-0.2897668923159412,-0.008990429706213554
ERI,Eritrea,Africa,40,0.3570175300410033,261.76260776535287,27.121033350297015,0.04287080580746445,464.4134682776884,-0.9294173563467212,-0.3944746636544316
GNQ,Equatorial Guinea,Africa,9,1.0474722903520142,2163.3750047654516,21.211828418950617,2.991619276105819,10002.254799126273,-0.5478080285411656,0.36300945426237385
SLV,El Salvador,North America,7,6.115816865898809,1650.3257960090173,25.038057465473948,0.6778364315509408,3191.680332167837,0.027562565405110928,0.28984747453377224
EGY,Egypt,Africa,362,0.1457260084371132,12.475851021262748,21.6362494958788,0.004124869177938513,2228.8421386605864,1.2004196800609703,-0.15657107919497992
ECU,Ecuador,South America,85,1.6333037656356146,2054.5177320163884,19.319764351174186,2.4886612956464185,4527.747605270807,-0.25791487091292986,-0.01910266916876724
DOM,Dominican Republic,North America,16,3.0151692315734384,1433.9278515815595,22.566370860696576,1.42934201481892,5397.221006398713,-0.17504307776484357,0.2374459615784814
DJI,Djibouti,Africa,7,0.004058133341514237,224.15068388474006,28.489073492266648,0.005103725655876886,1607.730452352842,-2.746781290363531,0.2993125275653772
GRL,Greenland,North America,2658,0.0006412783136612039,20.167472760179376,-0.12009708910117509,1.1967176448607686e-06,41900.38233645557,0.49434460631171717,-0.7636710336278041
DNK,Denmark,Europe,27,0.2824299689145187,666.8590271539238,8.165597163679255,0.29491130887066075,54148.14789962971,-0.3528778098295877,0.8488578827024753
CZE,Czechia,Europe,38,0.1861605266595123,672.15648414103,8.811597584494718,0.6581587151509397,17875.724790180535,-0.5965159881960868,0.24785777560271782
CUB,Cuba,North America,39,7.000184788309052,1348.2230008049007,24.99741245973556,0.8834774981005588,5973.501075522472,0.073668773802261,0.46603427114964635
HRV,Croatia,Europe,28,1.676250761143882,1073.744111037489,11.984489445530155,1.213767830709311,12532.239801673926,0.13262160520758529,0.1765323636972953
CIV,Ivory Coast,Africa,110,33.47400978875543,1289.689845289442,26.818446300955674,0.8570590581665951,1584.6152085867757,0.657870719730101,-0.04302960855336657
CRI,Costa Rica,North America,16,2.7011605052257592,2952.672783161671,23.939847048916796,2.816777710120867,8503.928874145264,-0.23225414123423033,0.4793204961830053
COD,Democratic Republic of the Congo,Africa,765,30.58079144648978,1467.7111175786702,24.261773554547513,2.1286025402677446,351.2008466948722,0.7341493525591076,-0.971605968695942
COG,Republic of the Congo,Africa,110,14.248596426598862,1616.1520981530566,24.954909024896484,2.0209366101942194,2329.4825979257826,0.3710156691842049,-0.09141017295772969
COL,Colombia,South America,375,2.862259600301783,2591.1526881517343,24.495221156485186,2.5747772881409503,5426.618966941409,-0.25707915493283884,0.2992192213497442
CHN,China,Asia,3801,1.1154429536710395,592.9719033926161,7.384309032502166,0.5010697317435079,5363.112641870794,0.2840939569157245,-0.3001742260682527
CHL,Chile,South America,303,1.0948507117677517,764.8377523894325,8.992251377710005,0.7978921674758679,11281.466765699175,0.14153158585675524,0.04017664334979365
TCD,Chad,Africa,431,12.491924804012701,326.8655877481418,22.588917680357323,0.009734568985331404,894.1494910369031,0.8762916659156099,-0.14281769041504289
CAF,Central African Republic,Africa,203,56.477866891777964,1369.426567400588,26.738615902276536,1.5966631913087355,393.58373991461315,0.8743844196556196,-0.7739922185680088
CAN,Canada,North America,6778,0.3573840711296043,499.54314972920054,-1.8000477407383022,0.37276382247861395,42059.08741119305,0.31548781819564065,0.26536559206226507
CMR,Cameroon,Africa,150,23.68277448122447,1597.247501554668,24.818599926537583,2.0056738768493,1345.0684068517467,0.598399430866237,-0.3357627525260898
KHM,Cambodia,Asia,63,31.052838190666858,1792.4992777014083,26.515732796913664,1.8155158142717567,1124.237802276233,0.6359204543558694,-0.30148910613871527
MMR,Myanmar,Asia,229,22.071779043090025,2037.0634532412012,23.792199225251522,1.7151918426613546,846.5732110244735,0.6436603643034021,-0.48923705389930294
BDI,Burundi,Africa,10,12.351565015197057,1108.1311730001073,18.781607139635323,0.6443939515116468,199.11493081988385,0.658457682722327,-1.2246568015653327
BFA,Burkina Faso,Africa,87,20.923302315811515,816.6995451820147,29.60621522506418,0.143278523207776,596.0142821422545,0.3937131165805625,-0.13863529024182775
BGR,Bulgaria,Europe,49,4.43744605412256,669.3722791835196,11.446302027642503,0.6981382895664453,6565.156426607267,0.6408077694179899,-0.09852703012916031
BRA,Brazil,South America,2835,4.135141907206826,1775.545808509025,25.727985732527518,1.8344292101259254,8192.923131277155,-0.19912888903316717,0.5265050620370553
BWA,Botswana,Africa,206,4.8236782747366345,396.8860594082754,23.27871415109019,0.001022668549364597,5854.721537723524,0.5576260275887311,0.740059132741723
BIH,Bosnia and Herzegovina,Europe,22,1.5291206686095071,1108.535204698961,10.327819702163756,1.1585102703447427,4217.994334760241,0.18003234691616476,-0.3435798288410594
BOL,Bolivia,South America,366,4.472482529060549,1119.7813764196967,20.484512407519695,1.531755470436281,2273.473048841358,0.1044661756590407,-0.2824884978744717
BTN,Bhutan,Asia,13,1.1254327473963648,1757.9629763979317,6.319666019509608,1.5170698312536444,2273.468050027363,0.26099130189903497,-0.7328355876930952
BEN,Benin,Africa,39,46.0478030057921,1024.0075478053243,28.167481792668724,0.6171257772864828,954.3692863326676,0.7401341206558436,-0.19104727193058357
BLZ,Belize,North America,6,5.903466248787579,2053.6294537651024,25.08387141312288,2.2552139046699717,5601.253403581325,-0.0016570859975898466,0.3181005872448428
BEL,Belgium,Europe,17,0.2355308272529519,917.6971071868846,10.794054259929352,0.20419400770491827,41292.657889359616,-0.5895209059880699,0.9503538057513228
BLR,Belarus,Europe,113,1.6353875909825264,650.7318237200291,7.551231899525444,0.7395439066513287,5137.402655007156,0.4147540461063891,-0.37099484880833433
BGD,Bangladesh,Asia,46,3.101006581344294,2028.5780723528326,25.817259894455965,0.5581173736238988,1000.3691140353234,-0.2859424870858916,-0.1036285219189228
BHS,The Bahamas,North America,3,0.5877355365348843,427.5437588961577,8.322006147808137,0.4308562961953737,28777.30443237877,0.02802342284847406,0.4359883755942704
AZE,Azerbaijan,Asia,37,3.493099565205409,512.4449472407392,12.225799686532524,0.3712436225081065,4271.112876051807,0.5620228984259126,-0.18498178759977968
AUT,Austria,Europe,39,0.06668612002796616,1129.6399237373676,6.986695354520343,0.8161752666414048,43881.34125572785,-0.995662222787947,0.6228203873230944
AUS,Australia,Oceania,2788,7.092387891577579,487.46400193866634,22.47314992843268,0.18196200687110672,47013.503441855064,0.36831608482669115,1.3569059873003182
ARM,Armenia,Asia,13,1.7943453423798674,501.2402082626058,6.525534045547495,0.43290570265212364,2898.849650647858,0.5719260823518018,-0.6031320306110857
ARG,Argentina,South America,1118,2.8273555678085347,603.2486402257898,15.15071651768478,0.6329106592891134,9237.886011036815,0.2687987897315558,0.19232956040456317
AGO,Angola,Africa,417,42.70063851509097,1035.5067693105832,22.91396231478138,0.7632631397853983,3148.2058752463654,0.9770992952650319,0.08599612243833743
DZA,Algeria,Africa,858,0.09170665088786455,70.4071646578309,13.259527493514307,0.039284762900259715,4240.154360363499,-0.1405226367697936,-0.14262349633337035
ALB,Albania,Europe,12,1.9671049605808342,1149.0887799293303,12.939505548065139,1.1623604926879347,3965.3711026157553,0.15087416713138938,-0.2639629040211786
AFG,Afghanistan,Asia,252,0.055570298571198815,138.15712628186355,10.77256960487379,0.0037719258043475055,433.4716220485748,-0.4436799161778777,-1.0161420114593596
