iso3,admin,continent,burned_frac_pct,p_ann,t_air,gpp,f_past,f_scnd,f_human,gdp_pcap
BRA,Brazil,South America,4.135141907206826,1768.2174338168463,25.76655258123331,1.8331627817313574,0.23218878882971924,0.05338457643328708,0.2855733652630063,8192.923131277155
BWA,Botswana,Africa,4.8236782747366345,395.0116459378672,23.356928547101653,0.0011207756073371871,0.4421661049812177,0.12917365100538522,0.5713397559866029,5854.721537723524
BIH,Bosnia and Herzegovina,Europe,1.5291206686095071,1120.0413816665691,10.416184238631002,1.1678436136411539,0.13300410024041606,0.5801783672431478,0.7131824674835638,4217.994334760241
BOL,Bolivia,South America,4.472482529060549,1114.741530883253,20.500712721230848,1.5376211487984928,0.2986403462715651,0.11080782055270674,0.4094481668242719,2273.473048841358
BTN,Bhutan,Asia,1.1254327473963648,1725.7891890541305,6.393738912590419,1.519329882038926,0.1655326557255504,0.42981765958955676,0.5953503153151072,2273.468050027363
BEN,Benin,Africa,46.0478030057921,1019.6576470363314,28.21831915807679,0.6158156510567189,0.06168176369756014,0.6493876422909126,0.7110694059884728,954.3692863326676
BLZ,Belize,North America,5.903466248787579,2050.023559054242,25.172541431361914,2.259915928180057,0.024030762592255363,0.19352235637109,0.21755311896334537,5601.253403581325
BEL,Belgium,Europe,0.2355308272529519,905.8617903227537,10.794492650546124,0.21462076769402966,0.26777185517167756,0.348652519987984,0.6164243751596616,41292.657889359616
BLR,Belarus,Europe,1.6353875909825264,647.109528197274,7.58255462295188,0.7473318553256594,0.14536654001966504,0.22779961074174665,0.3731661507614117,5137.402655007156
BGD,Bangladesh,Asia,3.101006581344294,1982.792641229401,25.844336903572017,0.561722027449256,0.04226465147467036,0.31580060771587154,0.3580652591905419,1000.3691140353234
BHS,The Bahamas,North America,0.5877355365348843,424.388647792981,8.332070648657446,0.43687820363627794,2.854820580441959e-05,0.1568112113442441,0.15683975955004853,28777.30443237877
AZE,Azerbaijan,Asia,3.493099565205409,524.5530766937057,12.23181849790479,0.38301275321255096,0.2930345670872599,0.23158311086480343,0.5246176779520633,4271.112876051807
AUT,Austria,Europe,0.06668612002796616,1128.397593022724,7.023663748069471,0.8239379195536323,0.1624070136144968,0.589568099649663,0.7519751132641598,43881.34125572785
AUS,Australia,Oceania,7.092387891577579,468.1346887606962,22.518256812819278,0.18304447984628933,0.43538940855269687,0.13366336444025365,0.5690527729929505,47013.503441855064
ARM,Armenia,Asia,1.7943453423798674,523.6789112922345,6.518421966624935,0.43570640681359213,0.3265437867199486,0.2960270335227452,0.6225708202426938,2898.849650647858
ARG,Argentina,South America,2.8273555678085347,592.4551992572289,15.195356078875804,0.6346842918574906,0.3223025538601227,0.10349923588747856,0.42580178974760124,9237.886011036815
AGO,Angola,Africa,42.70063851509097,1033.5454404527245,22.922817747832276,0.772373690440388,0.322594632544115,0.07943224840539319,0.4020268809495082,3148.2058752463654
DZA,Algeria,Africa,0.09170665088786455,71.62691820971072,13.280894723350793,0.04111162881362708,0.09805571755861636,0.4460993897957231,0.5441551073543395,4240.154360363499
ALB,Albania,Europe,1.9671049605808342,1175.419243023309,13.01931458132248,1.20696122228196,0.11389852958894933,0.6008243213217488,0.7147228509106981,3965.3711026157553
AFG,Afghanistan,Asia,0.055570298571198815,139.19284242926594,10.80037233795516,0.0039826370518152845,0.2134016371143798,0.10645458813520982,0.3198562252495896,433.4716220485748
