[setup] COUPLING-READY: climate (D_bar/T_air/P_*) + GPP all from global_baseline_modelC_inputs_1997-2016.nc ...
[fuel] FUEL_WINDOW=60 months, causal trailing mean, 48 months of spin-up ahead of the fit window
[setup] loading GFED5 reference from burntArea.nc ...
[setup] land cells (GFED5 burnable): 13916 / 64800 (21.5%)
[pop] POP_TERM ON: HYDE density, 15031 populated cells, log10 range -1.00 to 3.48
[setup] GFED5 land-mean monthly frac: 0.005068
[pop] fitting a hump in log10 population density, 3 parameters
[opt] warm-start from params.coupledFW.json
[warm] Overall=0.6094  bias=0.6952 rmse=0.3646 seas=0.8119 spatial=0.8107
[opt] sampler=NSGAIISampler seed=42
[I 2026-08-19 12:45:39,506] A new study created in memory with name: no-name-600e1374-c612-45f7-9d73-06eb5c66291d
[opt] running 2500 trials against GFED5 ...
[I 2026-08-19 12:46:30,573] Trial 19 finished with values: [-0.4198675322423798, 0.00794399772751464] and parameters: {'k1': 4.929552311643645e-05, 'D_low': 400.96816720924136, 'k2': 0.00039266205721678855, 'D_high': 49556.49568746661, 'fire_exp': 4.3161213924316595, 'P_half': 1.5178052094448864, 'pre_dampen_half': 0.7465571739720183, 'gpp_af': 1.3467890557370734, 'gpp_b': 0.010442814210473004, 'gpp_d': 191.62369310763663, 'ign_k': 0.43129510236174595, 'ign_c': 0.4484744524732794, 'trop_agb_crit': 1.271272336700571, 'trop_k_veg': 2.968382718115938, 'pop_amp': 0.0013002472438361158, 'pop_peak': 16.535158037880507, 'pop_sig': 2.1785636353327757, 'fuel_k': 0.3969669100682612, 'fuel_half': 1.4605276344629996}.
[I 2026-08-19 12:46:32,823] Trial 20 finished with values: [-0.3841086015700481, 0.00022258746134828922] and parameters: {'k1': 0.003742423001985196, 'D_low': 561.7167092871687, 'k2': 0.0015221840161091633, 'D_high': 4454396.298019915, 'fire_exp': 2.432778885296707, 'P_half': 6994.589881535454, 'pre_dampen_half': 336.3203991537022, 'gpp_af': 0.009526989223125315, 'gpp_b': 2.607160725470917e-05, 'gpp_d': 0.03190729641440917, 'ign_k': 0.0011827346017839087, 'ign_c': 0.23865571736727098, 'trop_agb_crit': 10.206664092951904, 'trop_k_veg': 0.6091015132816394, 'pop_amp': 0.023546358597023278, 'pop_peak': 215.18106835227195, 'pop_sig': 0.26376182823482647, 'fuel_k': 1.8311192712541424, 'fuel_half': 0.7007519651093012}.
[I 2026-08-19 12:46:35,307] Trial 21 finished with values: [-0.3913687216989425, 3.1086244689504383e-15] and parameters: {'k1': 2.9693357731296325e-05, 'D_low': 15150.361381456718, 'k2': 0.0032792262899971644, 'D_high': 1840060.4093141211, 'fire_exp': 5.433392060430592, 'P_half': 1636.5290600718067, 'pre_dampen_half': 0.2571419084734534, 'gpp_af': 0.0077125451401819246, 'gpp_b': 0.3189249600851242, 'gpp_d': 108.18665579547857, 'ign_k': 9.162638829638215, 'ign_c': 4.4716799012313055, 'trop_agb_crit': 3.544180417534903, 'trop_k_veg': 4.30392173391187, 'pop_amp': 0.029228481237926353, 'pop_peak': 503.7153440645595, 'pop_sig': 1.804482856986987, 'fuel_k': 0.15552861105540366, 'fuel_half': 17.890117928710357}.
[I 2026-08-19 12:46:37,670] Trial 22 finished with values: [-0.40250721914278015, 0.006631594931804208] and parameters: {'k1': 0.01042729106097903, 'D_low': 4.156647661004857, 'k2': 0.04075788379136177, 'D_high': 10752.618432192778, 'fire_exp': 6.705906072460442, 'P_half': 19.063314120324364, 'pre_dampen_half': 300.3420512048734, 'gpp_af': 0.08830969679935065, 'gpp_b': 1.1615179049175124e-05, 'gpp_d': 336.4417490753902, 'ign_k': 0.0023181776112903506, 'ign_c': 1.8934530915191525, 'trop_agb_crit': 25.313763881721908, 'trop_k_veg': 6.9761380404514854, 'pop_amp': 0.29266686632819644, 'pop_peak': 26.092807258913638, 'pop_sig': 0.7020782687730053, 'fuel_k': 0.06525050422102326, 'fuel_half': 0.9682636678036001}.
[I 2026-08-19 12:46:40,099] Trial 23 finished with values: [-0.4063523719050853, 0.007297736142598765] and parameters: {'k1': 0.004898620823554844, 'D_low': 32677.376097937307, 'k2': 0.014666151770108535, 'D_high': 546649.3760921571, 'fire_exp': 1.2336901664320323, 'P_half': 94.99072859745384, 'pre_dampen_half': 0.01939964577577238, 'gpp_af': 0.5592994749372486, 'gpp_b': 0.004458440839692221, 'gpp_d': 274.48645214004335, 'ign_k': 0.025331450012450227, 'ign_c': 0.2939463458625969, 'trop_agb_crit': 1.626357634890109, 'trop_k_veg': 4.129715873342728, 'pop_amp': 0.4560100710039961, 'pop_peak': 0.13611364607441098, 'pop_sig': 0.3034218240214979, 'fuel_k': 0.8859276759465328, 'fuel_half': 0.16530615299177753}.
[I 2026-08-19 12:46:42,576] Trial 24 finished with values: [-0.3864705893578896, 2.486157169023784e-09] and parameters: {'k1': 0.019383858782150494, 'D_low': 17276.404464921463, 'k2': 2.115412774188855e-05, 'D_high': 32.28689523591492, 'fire_exp': 9.697048740079179, 'P_half': 31.41110271934875, 'pre_dampen_half': 0.713199016043363, 'gpp_af': 11.58771582987623, 'gpp_b': 4.8249349695811645, 'gpp_d': 851.1484627609867, 'ign_k': 1.0316033434719722, 'ign_c': 3.199177539819797, 'trop_agb_crit': 1.3284361442391632, 'trop_k_veg': 4.312688942122824, 'pop_amp': 0.25218161857126625, 'pop_peak': 3.3385784897905126, 'pop_sig': 2.0150897492330113, 'fuel_k': 0.020366829348799565, 'fuel_half': 3.005213373823071}.
[I 2026-08-19 12:46:44,944] Trial 25 finished with values: [-0.4017552187508596, 1.1856930077769334e-05] and parameters: {'k1': 1.1102341430568339e-05, 'D_low': 648.5804474038584, 'k2': 1.6796279878430503e-05, 'D_high': 51.63063870728854, 'fire_exp': 1.3107692568861353, 'P_half': 395.22208819061166, 'pre_dampen_half': 53.73093479067421, 'gpp_af': 0.8257409555143472, 'gpp_b': 5.9297350775555, 'gpp_d': 0.748777692754551, 'ign_k': 0.013894673469237211, 'ign_c': 298.123706972088, 'trop_agb_crit': 2.139331892500009, 'trop_k_veg': 7.224462012586004, 'pop_amp': 0.0011279160074220672, 'pop_peak': 742.0752211287459, 'pop_sig': 0.2761213071273697, 'fuel_k': 2.9904073783713248, 'fuel_half': 3.829158357414171}.
  trial   26/2500  pareto_size=18  best_ilamb=0.6094  (1.1 min)
[I 2026-08-19 12:46:47,236] Trial 26 finished with values: [-0.49842589042691365, 0.2326878177474877] and parameters: {'k1': 0.09372580613581186, 'D_low': 2.7719116797094734, 'k2': 0.0016421663082032175, 'D_high': 6543576.946931886, 'fire_exp': 3.335015403719966, 'P_half': 329.3021396342671, 'pre_dampen_half': 30.11226646948154, 'gpp_af': 0.18737227240512885, 'gpp_b': 0.05825704883392061, 'gpp_d': 8.347790852520644, 'ign_k': 4.023759749324185, 'ign_c': 0.151979678466219, 'trop_agb_crit': 2.6002595443220833, 'trop_k_veg': 6.972354563243685, 'pop_amp': 6.746076139939917, 'pop_peak': 4.557885026195722, 'pop_sig': 1.0424917012813995, 'fuel_k': 0.05896670769022494, 'fuel_half': 0.36674438991768965}.
[I 2026-08-19 12:46:49,741] Trial 27 finished with values: [-0.37358267788008737, 5.562217353372034e-14] and parameters: {'k1': 0.0007158031739371039, 'D_low': 131.8600900985155, 'k2': 0.0021608491389795734, 'D_high': 29.268995763513708, 'fire_exp': 9.42746237183547, 'P_half': 8807.303814609768, 'pre_dampen_half': 30.960543083273937, 'gpp_af': 0.4791614072461613, 'gpp_b': 0.0007197235239700669, 'gpp_d': 117.2128156438701, 'ign_k': 0.5481818979974936, 'ign_c': 0.4471649524144918, 'trop_agb_crit': 22.15898715394987, 'trop_k_veg': 4.891066132801691, 'pop_amp': 12.165162567684659, 'pop_peak': 66.11673186504072, 'pop_sig': 1.0264911386548754, 'fuel_k': 0.14519190859804215, 'fuel_half': 62.83266061384217}.
[I 2026-08-19 12:46:52,416] Trial 28 finished with values: [-0.3554625854118624, 0.0] and parameters: {'k1': 0.029124304162619095, 'D_low': 1.8677210807213769, 'k2': 1.2748758606816134e-05, 'D_high': 1814.597053180889, 'fire_exp': 6.464773756830049, 'P_half': 8894.151386481904, 'pre_dampen_half': 0.05650468465378641, 'gpp_af': 0.9346598275601615, 'gpp_b': 0.0019290573525423357, 'gpp_d': 707.2484251478384, 'ign_k': 2.336015351807503, 'ign_c': 225.58738962142354, 'trop_agb_crit': 4.923983945695481, 'trop_k_veg': 1.5792920758706195, 'pop_amp': 0.014994500996297806, 'pop_peak': 0.08738617022933418, 'pop_sig': 1.830890557682996, 'fuel_k': 1.8128503508197493, 'fuel_half': 99.80516566417303}.
[I 2026-08-19 12:46:55,068] Trial 29 finished with values: [-0.3554625854118624, 0.0] and parameters: {'k1': 0.09694989616890215, 'D_low': 2150.7514958035845, 'k2': 0.011911039386071291, 'D_high': 4662237.350371828, 'fire_exp': 7.0737122729658894, 'P_half': 9.758709881516557, 'pre_dampen_half': 1.7894545674847269, 'gpp_af': 0.004423816211030584, 'gpp_b': 5.300369711220893, 'gpp_d': 10.736758192045198, 'ign_k': 0.00821431252199958, 'ign_c': 48.61863231847272, 'trop_agb_crit': 8.18559705330321, 'trop_k_veg': 1.349711319511071, 'pop_amp': 0.0030790348911259096, 'pop_peak': 38.67465630287728, 'pop_sig': 0.8284145337526263, 'fuel_k': 1.3983545687571308, 'fuel_half': 3.634883561040021}.
[I 2026-08-19 12:46:59,162] Trial 30 finished with values: [-0.42136434906273645, 0.004115480383357184] and parameters: {'k1': 0.025628666000163555, 'D_low': 2048.523887932672, 'k2': 0.0017528787903404116, 'D_high': 1819372.4578178402, 'fire_exp': 2.5321117364280843, 'P_half': 3.4360613844702605, 'pre_dampen_half': 0.01392878970664331, 'gpp_af': 5.966041614891422, 'gpp_b': 0.052705666313187904, 'gpp_d': 33.14353601232754, 'ign_k': 0.007109787916942743, 'ign_c': 0.3511445258128688, 'trop_agb_crit': 1.050713312531254, 'trop_k_veg': 1.321659218733981, 'pop_amp': 0.3445511201278573, 'pop_peak': 2.432335105367265, 'pop_sig': 0.6845653777622549, 'fuel_k': 3.250046746707412, 'fuel_half': 1.1085783711666661}.
