=== Model H: C + GDP term, CRUJRA climate, 02:51:20 ===
[I 2026-08-06 02:51:34,855] A new study created in memory with name: no-name-f99afc08-7171-4ef4-83f2-49ae8df2fb38
[I 2026-08-06 02:57:50,612] Trial 248 finished with values: [10.708899669065907, 10.708899669065907] and parameters: {'k1': 2.9394634586259703e-05, 'D_low': 1.1102341430568343, 'k2': 0.0007492772870670282, 'D_high': 1072.6091927327825, 'fire_exp': 1.0881360604103363, 'P_half': 10.226988730324324, 'pre_dampen_half': 0.03879318293836391, 'gpp_af': 0.7631016235941565, 'gpp_b': 6.626951320510577e-05, 'gpp_d': 0.05913077571285062, 'ign_k': 0.002115412774188856, 'ign_c': 13.500744867919364, 'gdp_gamma': 1.8068697350278546}.
[I 2026-08-06 02:57:52,046] Trial 249 finished with values: [-0.5621976787337892, 0.12007440188998064] and parameters: {'k1': 2.9394634586259703e-05, 'D_low': 1.1102341430568343, 'k2': 0.00015466641867531393, 'D_high': 3419.1084735544555, 'fire_exp': 1.0881360604103363, 'P_half': 141.1179996668461, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.05391752791214327, 'gpp_b': 0.0030742893625766146, 'gpp_d': 33.9790424311127, 'ign_k': 0.002115412774188856, 'ign_c': 0.21948188038908775, 'gdp_gamma': 1.8068697350278546}.
[I 2026-08-06 02:57:53,507] Trial 250 finished with values: [-0.48713532970075135, 0.2015034392864853] and parameters: {'k1': 0.0007284371265166888, 'D_low': 148.10800730363493, 'k2': 0.00014001191914113747, 'D_high': 2308.5168151108014, 'fire_exp': 1.0727542652117925, 'P_half': 1.4105638677535268, 'pre_dampen_half': 129.7187644086357, 'gpp_af': 0.06323437159998231, 'gpp_b': 0.028369067932328344, 'gpp_d': 4.08522800366862, 'ign_k': 1.2021930484915047, 'ign_c': 0.7299348683062306, 'gdp_gamma': 0.1138099269777268}.
[I 2026-08-06 02:57:55,029] Trial 251 finished with values: [-0.5327395657456382, 0.21380155813865964] and parameters: {'k1': 2.80643901112427e-05, 'D_low': 57.949672745830284, 'k2': 3.277320296937061e-05, 'D_high': 1453.919918756155, 'fire_exp': 1.0340574447037933, 'P_half': 2.951922743391744, 'pre_dampen_half': 17.62185042369633, 'gpp_af': 1.036956521675621, 'gpp_b': 0.0011857788502887916, 'gpp_d': 304.7488318185732, 'ign_k': 0.07867677706257832, 'ign_c': 0.9580682294110432, 'gdp_gamma': 0.3862443158940324}.
[I 2026-08-06 02:57:56,550] Trial 252 finished with values: [10.694054851729785, 10.694054851729785] and parameters: {'k1': 0.008945150807271526, 'D_low': 19.063314120324364, 'k2': 0.0007492772870670282, 'D_high': 9769.756791866093, 'fire_exp': 1.0252685873887095, 'P_half': 4984.0774395532035, 'pre_dampen_half': 8.942824595236095, 'gpp_af': 29.925002022877802, 'gpp_b': 6.704238735905621, 'gpp_d': 646.9381203459446, 'ign_k': 0.0014551749476072258, 'ign_c': 33.67819821522131, 'gdp_gamma': 0.030222620614660863}.
[I 2026-08-06 02:57:57,965] Trial 253 finished with values: [11.999278881110001, 11.999278881110001] and parameters: {'k1': 1.2629989039319992e-05, 'D_low': 29.89885508829526, 'k2': 0.00014001191914113747, 'D_high': 21863.563449420166, 'fire_exp': 1.5191397119156032, 'P_half': 4.933751600448339, 'pre_dampen_half': 526.4200784543073, 'gpp_af': 0.017832592720985762, 'gpp_b': 5.7857954539842234e-05, 'gpp_d': 189.88136301569827, 'ign_k': 0.07886001704920406, 'ign_c': 0.39323386421481615, 'gdp_gamma': 1.419184741934841}.
[I 2026-08-06 02:57:59,413] Trial 254 finished with values: [10.713219509733161, 10.713219509733161] and parameters: {'k1': 0.0030285741098956273, 'D_low': 2806.5359132982994, 'k2': 0.0007081721844034209, 'D_high': 1072.6091927327825, 'fire_exp': 1.0340574447037933, 'P_half': 10.226988730324324, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.09145768948268033, 'gpp_b': 6.626951320510577e-05, 'gpp_d': 331.7366635899375, 'ign_k': 2.388897930076987, 'ign_c': 11.37517159258865, 'gdp_gamma': 0.3862443158940324}.
[I 2026-08-06 02:58:00,923] Trial 255 finished with values: [10.678831474188206, 10.678831474188206] and parameters: {'k1': 1.2629989039319992e-05, 'D_low': 1.1065812688893482, 'k2': 0.004898620823554844, 'D_high': 1072.6091927327825, 'fire_exp': 1.2260057359187524, 'P_half': 10.226988730324324, 'pre_dampen_half': 0.016832027985721906, 'gpp_af': 0.04233032996527596, 'gpp_b': 0.0008214910560991381, 'gpp_d': 0.22737628102536853, 'ign_k': 3.9817553053385444, 'ign_c': 1.317454386434276, 'gdp_gamma': 1.8068697350278546}.
[I 2026-08-06 02:58:02,374] Trial 256 finished with values: [10.088321692333361, 10.088321692333361] and parameters: {'k1': 0.00488137519160367, 'D_low': 2068.53034640896, 'k2': 0.0007081721844034209, 'D_high': 9769.756791866093, 'fire_exp': 1.0881360604103363, 'P_half': 15.0613200804335, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 29.925002022877802, 'gpp_b': 3.481277316673104e-05, 'gpp_d': 4.5768578731086835, 'ign_k': 0.0026834162496848666, 'ign_c': 6.160975294741436, 'gdp_gamma': 1.351676663316814}.
[I 2026-08-06 02:58:03,909] Trial 257 finished with values: [-0.57793507186437, 0.1324609246341356] and parameters: {'k1': 2.9394634586259703e-05, 'D_low': 2068.53034640896, 'k2': 0.0007081721844034209, 'D_high': 2970.7920514735997, 'fire_exp': 1.2621840161507252, 'P_half': 2.1698375693549488, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.002311080279955305, 'gpp_b': 3.481277316673104e-05, 'gpp_d': 26.003623362924223, 'ign_k': 0.0026834162496848666, 'ign_c': 6.160975294741436, 'gdp_gamma': 1.351676663316814}.
[I 2026-08-06 02:58:05,455] Trial 258 finished with values: [10.469072283138901, 10.469072283138901] and parameters: {'k1': 6.0390962475457836e-05, 'D_low': 29.89885508829526, 'k2': 3.277320296937061e-05, 'D_high': 8182.111518618414, 'fire_exp': 1.8108717155566076, 'P_half': 1.2765717873951687, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.1241231030920017, 'gpp_b': 1.66742307888122e-05, 'gpp_d': 37.40930273158252, 'ign_k': 0.37424230019851973, 'ign_c': 6.807874826564585, 'gdp_gamma': 0.0929618492532203}.
[I 2026-08-06 02:58:06,994] Trial 259 finished with values: [10.690606152874214, 10.690606152874214] and parameters: {'k1': 2.9394634586259703e-05, 'D_low': 29.89885508829526, 'k2': 0.0007081721844034209, 'D_high': 83.1831474794125, 'fire_exp': 1.5191397119156032, 'P_half': 616.1423618045311, 'pre_dampen_half': 129.7187644086357, 'gpp_af': 0.002311080279955305, 'gpp_b': 0.004215504256370331, 'gpp_d': 33.9790424311127, 'ign_k': 0.002115412774188856, 'ign_c': 6.807874826564585, 'gdp_gamma': 1.8068697350278546}.
[I 2026-08-06 02:58:08,552] Trial 260 finished with values: [10.208689184047536, 10.208689184047536] and parameters: {'k1': 0.0007284371265166888, 'D_low': 148.10800730363493, 'k2': 0.00014001191914113747, 'D_high': 2308.5168151108014, 'fire_exp': 1.0881360604103363, 'P_half': 3.591771421517613, 'pre_dampen_half': 16.009350908593582, 'gpp_af': 0.06323437159998231, 'gpp_b': 0.0011857788502887916, 'gpp_d': 18.075983730158487, 'ign_k': 1.2021930484915047, 'ign_c': 6.160975294741436, 'gdp_gamma': 0.1138099269777268}.
[I 2026-08-06 02:58:10,075] Trial 261 finished with values: [10.070472613487214, 10.070472613487214] and parameters: {'k1': 0.00031489116479568613, 'D_low': 3.035760760678533, 'k2': 0.007519407491506672, 'D_high': 9769.756791866093, 'fire_exp': 1.4322493718230251, 'P_half': 1.2765717873951687, 'pre_dampen_half': 409.7291907040473, 'gpp_af': 21.42302175774105, 'gpp_b': 8.226862854559943e-05, 'gpp_d': 7.6110013825922485, 'ign_k': 0.26721460136202413, 'ign_c': 6.807874826564585, 'gdp_gamma': 0.26978916993326096}.
[I 2026-08-06 02:58:11,691] Trial 262 finished with values: [10.575987263593756, 10.575987263593756] and parameters: {'k1': 0.00488137519160367, 'D_low': 655.1173063184817, 'k2': 3.277320296937061e-05, 'D_high': 9769.756791866093, 'fire_exp': 1.1938594505441573, 'P_half': 609.7546255373115, 'pre_dampen_half': 17.62185042369633, 'gpp_af': 29.925002022877802, 'gpp_b': 3.481277316673104e-05, 'gpp_d': 304.7488318185732, 'ign_k': 0.0026834162496848666, 'ign_c': 4.849513831853326, 'gdp_gamma': 0.3862443158940324}.
[I 2026-08-06 02:58:13,227] Trial 263 finished with values: [10.536962622499779, 10.536962622499779] and parameters: {'k1': 0.0030285741098956273, 'D_low': 29.89885508829526, 'k2': 4.484744524732793e-05, 'D_high': 35.11445258128688, 'fire_exp': 1.5191397119156032, 'P_half': 616.1423618045311, 'pre_dampen_half': 129.7187644086357, 'gpp_af': 0.017832592720985762, 'gpp_b': 0.004215504256370331, 'gpp_d': 189.88136301569827, 'ign_k': 0.37424230019851973, 'ign_c': 6.807874826564585, 'gdp_gamma': 0.01324150808921392}.
[I 2026-08-06 02:58:14,719] Trial 264 finished with values: [10.76923076903347, 10.76923076903347] and parameters: {'k1': 0.020222268128429637, 'D_low': 2.011190979341456, 'k2': 0.03820259936390116, 'D_high': 8182.111518618414, 'fire_exp': 5.305994207464185, 'P_half': 10.226988730324324, 'pre_dampen_half': 0.028604435659156362, 'gpp_af': 0.0021221774916927918, 'gpp_b': 3.481277316673104e-05, 'gpp_d': 304.7488318185732, 'ign_k': 0.43731009905162666, 'ign_c': 46.798394497739366, 'gdp_gamma': 1.419184741934841}.
[I 2026-08-06 02:58:16,296] Trial 265 finished with values: [10.266720486014037, 10.266720486014037] and parameters: {'k1': 0.000985079068311927, 'D_low': 29.89885508829526, 'k2': 0.00014001191914113747, 'D_high': 21863.563449420166, 'fire_exp': 2.066761381010117, 'P_half': 4.933751600448339, 'pre_dampen_half': 129.7187644086357, 'gpp_af': 29.925002022877802, 'gpp_b': 5.7857954539842234e-05, 'gpp_d': 189.88136301569827, 'ign_k': 0.37424230019851973, 'ign_c': 6.807874826564585, 'gdp_gamma': 0.1138099269777268}.
[I 2026-08-06 02:58:17,758] Trial 266 finished with values: [10.548979994128137, 10.548979994128137] and parameters: {'k1': 9.132348475718357e-05, 'D_low': 2.011190979341456, 'k2': 3.277320296937061e-05, 'D_high': 1453.919918756155, 'fire_exp': 1.41873960828944, 'P_half': 2.951922743391744, 'pre_dampen_half': 16.009350908593582, 'gpp_af': 0.38150632410364566, 'gpp_b': 0.0008664406862241783, 'gpp_d': 4.982605027348069, 'ign_k': 0.012115155843077676, 'ign_c': 46.798394497739366, 'gdp_gamma': 0.7366679513906507}.
[I 2026-08-06 02:58:19,210] Trial 267 finished with values: [10.016217346320074, 10.016217346320074] and parameters: {'k1': 0.00031489116479568613, 'D_low': 148.10800730363493, 'k2': 0.00014001191914113747, 'D_high': 21863.563449420166, 'fire_exp': 1.5191397119156032, 'P_half': 4.933751600448339, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.017832592720985762, 'gpp_b': 5.7857954539842234e-05, 'gpp_d': 34.70266988650411, 'ign_k': 0.37424230019851973, 'ign_c': 22.126836566118193, 'gdp_gamma': 0.559652086128564}.
[I 2026-08-06 02:58:20,693] Trial 268 finished with values: [10.685755725565263, 10.685755725565263] and parameters: {'k1': 2.9394634586259703e-05, 'D_low': 2.011190979341456, 'k2': 0.06994589881535453, 'D_high': 14550.99392360337, 'fire_exp': 1.8292120106239658, 'P_half': 2.1698375693549488, 'pre_dampen_half': 0.3924302839842014, 'gpp_af': 0.008117091133892173, 'gpp_b': 3.481277316673104e-05, 'gpp_d': 304.7488318185732, 'ign_k': 0.0019264360371306567, 'ign_c': 46.798394497739366, 'gdp_gamma': 1.8068697350278546}.
[I 2026-08-06 02:58:22,184] Trial 269 finished with values: [-0.5036509915895744, 0.27816319543550694] and parameters: {'k1': 0.0009343302657318475, 'D_low': 318.834644588275, 'k2': 0.0007492772870670282, 'D_high': 9769.756791866093, 'fire_exp': 1.0881360604103363, 'P_half': 2.951922743391744, 'pre_dampen_half': 17.62185042369633, 'gpp_af': 26.90845367054865, 'gpp_b': 0.028369067932328344, 'gpp_d': 646.9381203459446, 'ign_k': 0.031585104499228, 'ign_c': 1.3894673469237204, 'gdp_gamma': 0.057304083737274164}.
[I 2026-08-06 02:58:23,726] Trial 270 finished with values: [-0.5020228751152886, 0.15258533836272936] and parameters: {'k1': 0.0030285741098956273, 'D_low': 148.10800730363493, 'k2': 4.484744524732793e-05, 'D_high': 35.11445258128688, 'fire_exp': 1.0881360604103363, 'P_half': 1.4105638677535268, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.06323437159998231, 'gpp_b': 0.004215504256370331, 'gpp_d': 4.08522800366862, 'ign_k': 0.37424230019851973, 'ign_c': 0.3525936800597896, 'gdp_gamma': 0.1138099269777268}.
[I 2026-08-06 02:58:25,248] Trial 271 finished with values: [10.588247245058906, 10.588247245058906] and parameters: {'k1': 0.004083047491580096, 'D_low': 19.063314120324364, 'k2': 0.03820259936390116, 'D_high': 9769.756791866093, 'fire_exp': 4.129174039070604, 'P_half': 10.226988730324324, 'pre_dampen_half': 0.028604435659156362, 'gpp_af': 29.925002022877802, 'gpp_b': 2.2148920285054975e-05, 'gpp_d': 37.40930273158252, 'ign_k': 1.2021930484915047, 'ign_c': 1.317454386434276, 'gdp_gamma': 1.419184741934841}.
[I 2026-08-06 02:58:26,723] Trial 272 finished with values: [10.340056333782545, 10.340056333782545] and parameters: {'k1': 0.0007284371265166888, 'D_low': 2.011190979341456, 'k2': 0.00014001191914113747, 'D_high': 2308.5168151108014, 'fire_exp': 1.7098557561695806, 'P_half': 1.2765717873951687, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.06323437159998231, 'gpp_b': 5.7857954539842234e-05, 'gpp_d': 4.08522800366862, 'ign_k': 0.37424230019851973, 'ign_c': 0.7299348683062306, 'gdp_gamma': 0.1138099269777268}.
[I 2026-08-06 02:58:28,193] Trial 273 finished with values: [10.668220726840836, 10.668220726840836] and parameters: {'k1': 6.0390962475457836e-05, 'D_low': 376.7022142229396, 'k2': 3.277320296937061e-05, 'D_high': 959.3239010535947, 'fire_exp': 1.4322493718230251, 'P_half': 3.591771421517613, 'pre_dampen_half': 16.009350908593582, 'gpp_af': 58.83596555133606, 'gpp_b': 0.02052499618703749, 'gpp_d': 34.70266988650411, 'ign_k': 0.0026834162496848666, 'ign_c': 6.160975294741436, 'gdp_gamma': 0.08879103853459468}.
[I 2026-08-06 02:58:29,675] Trial 274 finished with values: [-0.5249653713284103, 0.15105040177277207] and parameters: {'k1': 0.0030285741098956273, 'D_low': 655.1173063184817, 'k2': 3.277320296937061e-05, 'D_high': 35.11445258128688, 'fire_exp': 1.0340574447037933, 'P_half': 25.255166452944085, 'pre_dampen_half': 397.4459556835019, 'gpp_af': 0.05391752791214327, 'gpp_b': 0.004215504256370331, 'gpp_d': 304.7488318185732, 'ign_k': 0.07867677706257832, 'ign_c': 0.12519965329664598, 'gdp_gamma': 0.3862443158940324}.
[I 2026-08-06 02:58:31,171] Trial 275 finished with values: [10.663056337856752, 10.663056337856752] and parameters: {'k1': 0.002971796631657383, 'D_low': 3022.7031291375793, 'k2': 0.0007081721844034209, 'D_high': 9769.756791866093, 'fire_exp': 1.314673522286271, 'P_half': 10.226988730324324, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.05391752791214327, 'gpp_b': 0.0012070331879029856, 'gpp_d': 48.69745226446181, 'ign_k': 0.031585104499228, 'ign_c': 1.3894673469237204, 'gdp_gamma': 0.057304083737274164}.
[I 2026-08-06 02:58:32,616] Trial 276 finished with values: [10.433030242132228, 10.433030242132228] and parameters: {'k1': 1.2164034504723764e-05, 'D_low': 1.1102341430568343, 'k2': 0.0007492772870670282, 'D_high': 9769.756791866093, 'fire_exp': 1.0881360604103363, 'P_half': 15.0613200804335, 'pre_dampen_half': 17.62185042369633, 'gpp_af': 29.925002022877802, 'gpp_b': 0.03163825999019024, 'gpp_d': 4.5768578731086835, 'ign_k': 0.031585104499228, 'ign_c': 1.3894673469237204, 'gdp_gamma': 0.057304083737274164}.
[I 2026-08-06 02:58:34,074] Trial 277 finished with values: [10.327901804139733, 10.327901804139733] and parameters: {'k1': 0.031536006085184705, 'D_low': 1.1102341430568343, 'k2': 0.0013054148118849399, 'D_high': 9769.756791866093, 'fire_exp': 1.0881360604103363, 'P_half': 10.226988730324324, 'pre_dampen_half': 17.62185042369633, 'gpp_af': 0.002311080279955305, 'gpp_b': 0.0030742893625766146, 'gpp_d': 33.9790424311127, 'ign_k': 0.031585104499228, 'ign_c': 0.6693990428538836, 'gdp_gamma': 0.057304083737274164}.
[I 2026-08-06 02:58:35,566] Trial 278 finished with values: [10.289961422330261, 10.289961422330261] and parameters: {'k1': 0.0009343302657318475, 'D_low': 1.1102341430568343, 'k2': 0.05705198955850472, 'D_high': 35.11445258128688, 'fire_exp': 1.0881360604103363, 'P_half': 25.255166452944085, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 5.37309347906743, 'gpp_b': 0.004215504256370331, 'gpp_d': 646.9381203459446, 'ign_k': 0.37424230019851973, 'ign_c': 1.3894673469237204, 'gdp_gamma': 0.7366679513906507}.
[I 2026-08-06 02:58:37,157] Trial 279 finished with values: [10.695080995712175, 10.695080995712175] and parameters: {'k1': 0.0030285741098956273, 'D_low': 1.1102341430568343, 'k2': 4.484744524732793e-05, 'D_high': 9769.756791866093, 'fire_exp': 1.0881360604103363, 'P_half': 25.255166452944085, 'pre_dampen_half': 98.60891468435587, 'gpp_af': 0.09145768948268033, 'gpp_b': 0.004215504256370331, 'gpp_d': 34.70266988650411, 'ign_k': 0.37424230019851973, 'ign_c': 6.807874826564585, 'gdp_gamma': 0.559652086128564}.
[I 2026-08-06 02:58:38,598] Trial 280 finished with values: [10.499002693707377, 10.499002693707377] and parameters: {'k1': 0.000985079068311927, 'D_low': 376.7022142229396, 'k2': 0.00043415680119616545, 'D_high': 98115.2335873647, 'fire_exp': 1.4322493718230251, 'P_half': 1.2765717873951687, 'pre_dampen_half': 8.904067307938409, 'gpp_af': 0.09145768948268033, 'gpp_b': 0.02052499618703749, 'gpp_d': 34.70266988650411, 'ign_k': 0.37424230019851973, 'ign_c': 6.807874826564585, 'gdp_gamma': 0.057304083737274164}.
[I 2026-08-06 02:58:40,198] Trial 281 finished with values: [-0.47970999972046113, 0.23271249646799874] and parameters: {'k1': 0.0007284371265166888, 'D_low': 1.1102341430568343, 'k2': 0.0007081721844034209, 'D_high': 9769.756791866093, 'fire_exp': 1.0727542652117925, 'P_half': 2.951922743391744, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 5.37309347906743, 'gpp_b': 0.03163825999019024, 'gpp_d': 4.5768578731086835, 'ign_k': 0.025284086172415596, 'ign_c': 0.6693990428538836, 'gdp_gamma': 0.057304083737274164}.
[I 2026-08-06 02:58:41,799] Trial 282 finished with values: [10.652259450943303, 10.652259450943303] and parameters: {'k1': 0.002971796631657383, 'D_low': 1.1102341430568343, 'k2': 0.00043415680119616545, 'D_high': 9769.756791866093, 'fire_exp': 1.0881360604103363, 'P_half': 2.951922743391744, 'pre_dampen_half': 8.904067307938409, 'gpp_af': 0.09145768948268033, 'gpp_b': 0.40098648347213367, 'gpp_d': 4.5768578731086835, 'ign_k': 2.7728241828010627, 'ign_c': 11.37517159258865, 'gdp_gamma': 0.057304083737274164}.
[I 2026-08-06 02:58:43,678] Trial 283 finished with values: [-0.5556899173431035, 0.18390409404356334] and parameters: {'k1': 0.0030285741098956273, 'D_low': 1.1102341430568343, 'k2': 4.484744524732793e-05, 'D_high': 21863.563449420166, 'fire_exp': 1.5191397119156032, 'P_half': 25.255166452944085, 'pre_dampen_half': 129.7187644086357, 'gpp_af': 0.09145768948268033, 'gpp_b': 0.0025797966927081192, 'gpp_d': 189.88136301569827, 'ign_k': 0.37424230019851973, 'ign_c': 8.308114652888387, 'gdp_gamma': 0.11787300531243229}.
[I 2026-08-06 02:58:45,156] Trial 284 finished with values: [10.25953802974255, 10.25953802974255] and parameters: {'k1': 0.00031489116479568613, 'D_low': 3123.981524414059, 'k2': 0.00014001191914113747, 'D_high': 21863.563449420166, 'fire_exp': 1.4322493718230251, 'P_half': 1.2765717873951687, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.017832592720985762, 'gpp_b': 5.7857954539842234e-05, 'gpp_d': 34.70266988650411, 'ign_k': 0.37424230019851973, 'ign_c': 22.126836566118193, 'gdp_gamma': 0.559652086128564}.
[I 2026-08-06 02:58:46,622] Trial 285 finished with values: [10.79011953263047, 10.79011953263047] and parameters: {'k1': 0.0030285741098956273, 'D_low': 1.1102341430568343, 'k2': 0.0007492772870670282, 'D_high': 25037.41931228843, 'fire_exp': 1.0881360604103363, 'P_half': 2.951922743391744, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 58.83596555133606, 'gpp_b': 0.004215504256370331, 'gpp_d': 646.9381203459446, 'ign_k': 0.031585104499228, 'ign_c': 0.36093109267665474, 'gdp_gamma': 0.015216188354081242}.
[I 2026-08-06 02:58:48,022] Trial 286 finished with values: [10.551341210667948, 10.551341210667948] and parameters: {'k1': 0.0007284371265166888, 'D_low': 1.1102341430568343, 'k2': 0.08636422432723088, 'D_high': 35.11445258128688, 'fire_exp': 1.0881360604103363, 'P_half': 1.4105638677535268, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.06323437159998231, 'gpp_b': 0.028369067932328344, 'gpp_d': 331.7366635899375, 'ign_k': 1.2021930484915047, 'ign_c': 1.3894673469237204, 'gdp_gamma': 0.1138099269777268}.
[I 2026-08-06 02:58:49,378] Trial 287 finished with values: [10.765178947723104, 10.765178947723104] and parameters: {'k1': 0.0007284371265166888, 'D_low': 1.1102341430568343, 'k2': 0.0007492772870670282, 'D_high': 2308.5168151108014, 'fire_exp': 5.86507289068846, 'P_half': 1.4105638677535268, 'pre_dampen_half': 129.7187644086357, 'gpp_af': 0.06323437159998231, 'gpp_b': 0.03163825999019024, 'gpp_d': 4.08522800366862, 'ign_k': 1.2021930484915047, 'ign_c': 1.3894673469237204, 'gdp_gamma': 0.1138099269777268}.
[I 2026-08-06 02:58:50,729] Trial 288 finished with values: [10.755946237923178, 10.755946237923178] and parameters: {'k1': 0.0016661988193989237, 'D_low': 2.011190979341456, 'k2': 0.03820259936390116, 'D_high': 468.8858519834987, 'fire_exp': 1.0643782527174972, 'P_half': 10.226988730324324, 'pre_dampen_half': 1.2787481293018923, 'gpp_af': 0.002311080279955305, 'gpp_b': 0.011750724729953272, 'gpp_d': 37.40930273158252, 'ign_k': 0.002115412774188856, 'ign_c': 46.798394497739366, 'gdp_gamma': 0.015216188354081242}.
[I 2026-08-06 02:58:52,094] Trial 289 finished with values: [10.51636195820196, 10.51636195820196] and parameters: {'k1': 0.00848984078302406, 'D_low': 891.9267853250167, 'k2': 0.0007081721844034209, 'D_high': 9769.756791866093, 'fire_exp': 1.0881360604103363, 'P_half': 9.017965781950592, 'pre_dampen_half': 503.840323065189, 'gpp_af': 29.925002022877802, 'gpp_b': 0.011750724729953272, 'gpp_d': 4.5768578731086835, 'ign_k': 0.0026834162496848666, 'ign_c': 516.7425813322407, 'gdp_gamma': 0.002315679021183091}.
[I 2026-08-06 02:58:53,426] Trial 290 finished with values: [10.60237157535412, 10.60237157535412] and parameters: {'k1': 2.9394634586259703e-05, 'D_low': 3.7322156377670694, 'k2': 0.06994589881535453, 'D_high': 2970.7920514735997, 'fire_exp': 1.2621840161507252, 'P_half': 2.1698375693549488, 'pre_dampen_half': 31.977584652685227, 'gpp_af': 0.002311080279955305, 'gpp_b': 0.0030742893625766146, 'gpp_d': 33.9790424311127, 'ign_k': 0.002115412774188856, 'ign_c': 1.317454386434276, 'gdp_gamma': 0.014812159484158887}.
[I 2026-08-06 02:58:54,798] Trial 291 finished with values: [10.52326676302497, 10.52326676302497] and parameters: {'k1': 9.132348475718357e-05, 'D_low': 2.011190979341456, 'k2': 3.277320296937061e-05, 'D_high': 1453.919918756155, 'fire_exp': 1.41873960828944, 'P_half': 2.951922743391744, 'pre_dampen_half': 16.009350908593582, 'gpp_af': 0.38150632410364566, 'gpp_b': 0.0005289735416643109, 'gpp_d': 304.7488318185732, 'ign_k': 0.012115155843077676, 'ign_c': 46.798394497739366, 'gdp_gamma': 0.7366679513906507}.
[I 2026-08-06 02:58:56,145] Trial 292 finished with values: [10.25080522399432, 10.25080522399432] and parameters: {'k1': 0.020843335294724204, 'D_low': 15.319072862693238, 'k2': 0.030796093943652483, 'D_high': 2970.7920514735997, 'fire_exp': 1.2621840161507252, 'P_half': 611.791298190052, 'pre_dampen_half': 31.977584652685227, 'gpp_af': 3.437107943937141, 'gpp_b': 3.686869490609954e-05, 'gpp_d': 26.003623362924223, 'ign_k': 0.0019264360371306567, 'ign_c': 0.8598664501707766, 'gdp_gamma': 0.0013770537162898864}.
[I 2026-08-06 02:58:57,622] Trial 293 finished with values: [10.592868117086596, 10.592868117086596] and parameters: {'k1': 2.9394634586259703e-05, 'D_low': 1.1102341430568343, 'k2': 0.0007081721844034209, 'D_high': 9769.756791866093, 'fire_exp': 1.0420149135640993, 'P_half': 2.951922743391744, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.06323437159998231, 'gpp_b': 0.028369067932328344, 'gpp_d': 4.5768578731086835, 'ign_k': 1.2021930484915047, 'ign_c': 0.6693990428538836, 'gdp_gamma': 1.8068697350278546}.
[I 2026-08-06 02:58:58,968] Trial 294 finished with values: [10.759587418905994, 10.759587418905994] and parameters: {'k1': 0.0007284371265166888, 'D_low': 8930.783450941826, 'k2': 0.0007081721844034209, 'D_high': 9769.756791866093, 'fire_exp': 1.0727542652117925, 'P_half': 2.951922743391744, 'pre_dampen_half': 36.876350096203005, 'gpp_af': 0.06323437159998231, 'gpp_b': 0.028369067932328344, 'gpp_d': 4.5768578731086835, 'ign_k': 1.2021930484915047, 'ign_c': 0.6693990428538836, 'gdp_gamma': 0.015216188354081242}.
[I 2026-08-06 02:59:00,313] Trial 295 finished with values: [10.548072704668549, 10.548072704668549] and parameters: {'k1': 0.0030285741098956273, 'D_low': 655.1173063184817, 'k2': 3.277320296937061e-05, 'D_high': 1453.919918756155, 'fire_exp': 1.0340574447037933, 'P_half': 25.255166452944085, 'pre_dampen_half': 1.3767835510755015, 'gpp_af': 1.036956521675621, 'gpp_b': 0.004215504256370331, 'gpp_d': 304.7488318185732, 'ign_k': 0.07867677706257832, 'ign_c': 0.9580682294110432, 'gdp_gamma': 0.3862443158940324}.
[I 2026-08-06 02:59:01,642] Trial 296 finished with values: [10.584668868123057, 10.584668868123057] and parameters: {'k1': 2.9394634586259703e-05, 'D_low': 3.7322156377670694, 'k2': 0.0007081721844034209, 'D_high': 2970.7920514735997, 'fire_exp': 1.2621840161507252, 'P_half': 2.1698375693549488, 'pre_dampen_half': 0.834897644537872, 'gpp_af': 0.002311080279955305, 'gpp_b': 3.686869490609954e-05, 'gpp_d': 26.003623362924223, 'ign_k': 0.0019264360371306567, 'ign_c': 0.6615437365561385, 'gdp_gamma': 1.8068697350278546}.
[I 2026-08-06 02:59:02,989] Trial 297 finished with values: [-0.5265444088842365, 0.2614121643568351] and parameters: {'k1': 0.00523105312690905, 'D_low': 57.949672745830284, 'k2': 3.277320296937061e-05, 'D_high': 74.64754881442119, 'fire_exp': 1.0727542652117925, 'P_half': 2.951922743391744, 'pre_dampen_half': 17.62185042369633, 'gpp_af': 1.036956521675621, 'gpp_b': 0.0011857788502887916, 'gpp_d': 304.7488318185732, 'ign_k': 1.2021930484915047, 'ign_c': 0.9580682294110432, 'gdp_gamma': 0.1138099269777268}.
