=== Model G: fitting N.America  (tag=G_NAmerica, N_TRIALS=1500)  02:11:45 ===
[I 2026-08-06 02:11:57,759] A new study created in memory with name: no-name-780a3e0e-9037-48ea-a8af-0789dad024c1
[I 2026-08-06 02:11:58,823] Trial 0 finished with values: [12.23567035863789, 12.23567035863789] and parameters: {'k1': 0.03635503353478365, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 2940.51756322311, 'fire_exp': 1.165368636520435, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212}.
[I 2026-08-06 02:12:10,672] Trial 11 finished with values: [10.645264096661355, 10.645264096661355] and parameters: {'k1': 0.016973078532467004, 'D_low': 3840.3004190988563, 'k2': 0.0001870742013766025, 'D_high': 27.55546207779663, 'fire_exp': 1.6901885781909627, 'P_half': 51.10120656497163, 'pre_dampen_half': 123.04779330083686, 'gpp_af': 20.12115544906385, 'gpp_b': 1.1008110571039521e-05, 'gpp_d': 3.57879245350232, 'ign_k': 0.0467351899956275, 'ign_c': 0.773448215664679}.
[I 2026-08-06 02:12:11,726] Trial 12 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 3.0162092627967762e-05, 'D_low': 22.41097161910951, 'k2': 0.059106986190885426, 'D_high': 196.25093208439853, 'fire_exp': 3.302103045515253, 'P_half': 648.7477066058678, 'pre_dampen_half': 0.6578820119123174, 'gpp_af': 72.26207258080494, 'gpp_b': 5.952285716284423, 'gpp_d': 0.18151456496577564, 'ign_k': 0.09749762207436122, 'ign_c': 1.597766235483386}.
[I 2026-08-06 02:12:12,785] Trial 13 finished with values: [19.435855036430866, 19.435855036430866] and parameters: {'k1': 0.00013783578294796384, 'D_low': 1.4045842344024697, 'k2': 0.0027431991397796683, 'D_high': 1024.9816559563214, 'fire_exp': 1.1258453832483524, 'P_half': 13.019246714361572, 'pre_dampen_half': 347.79988160923324, 'gpp_af': 0.015769192447197523, 'gpp_b': 7.402343469704428e-05, 'gpp_d': 2.8006820077310213, 'ign_k': 8.761971101023693, 'ign_c': 0.9294394155644988}.
[I 2026-08-06 02:12:13,818] Trial 14 finished with values: [10.725359566302348, 10.725359566302348] and parameters: {'k1': 0.00488137519160367, 'D_low': 1112.9571947046009, 'k2': 8.923807143379776e-05, 'D_high': 8182.111518618414, 'fire_exp': 2.332293128354265, 'P_half': 338.23872019362165, 'pre_dampen_half': 14.711215379121963, 'gpp_af': 0.47739011308437823, 'gpp_b': 3.481277316673104e-05, 'gpp_d': 150.14555442537656, 'ign_k': 0.019192001101561888, 'ign_c': 0.557280750002996}.
[I 2026-08-06 02:12:14,883] Trial 15 finished with values: [10.769229672449509, 10.769229672449509] and parameters: {'k1': 1.4557961490251982e-05, 'D_low': 230.97861492693565, 'k2': 0.0051316549551483235, 'D_high': 11.650681118986137, 'fire_exp': 3.251569628166816, 'P_half': 8.053471030316096, 'pre_dampen_half': 16.821470258034143, 'gpp_af': 0.007444441903453077, 'gpp_b': 0.1398383943321133, 'gpp_d': 0.8583743499363278, 'ign_k': 5.583672722754823, 'ign_c': 0.3548818403010947}.
[I 2026-08-06 02:12:15,947] Trial 16 finished with values: [10.6917562386464, 10.6917562386464] and parameters: {'k1': 0.00023134781612225627, 'D_low': 2.843767489444367, 'k2': 0.0499774937030317, 'D_high': 32311.521854410956, 'fire_exp': 1.811096651915224, 'P_half': 436.4516946807792, 'pre_dampen_half': 121.93011993958949, 'gpp_af': 0.5970408652384318, 'gpp_b': 0.015062722325200045, 'gpp_d': 0.1619054449471649, 'ign_k': 0.002357279455676982, 'ign_c': 388.02797007866826}.
[I 2026-08-06 02:12:17,008] Trial 17 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 0.039964301676942524, 'D_low': 340.7264348530191, 'k2': 0.00022704877557909215, 'D_high': 249.36660834465195, 'fire_exp': 5.3205395870154035, 'P_half': 3876.511170911631, 'pre_dampen_half': 272.54117335304034, 'gpp_af': 7.9319091138570625, 'gpp_b': 0.07115245297181685, 'gpp_d': 0.026345098397336078, 'ign_k': 0.004431133722857619, 'ign_c': 392.8409513479224}.
[I 2026-08-06 02:12:18,042] Trial 18 finished with values: [10.5242457727993, 10.5242457727993] and parameters: {'k1': 0.0026651167490553537, 'D_low': 1.0883991813938128, 'k2': 2.5461628161276896e-05, 'D_high': 4508.240502480678, 'fire_exp': 1.0117229084672894, 'P_half': 4.397766894483963, 'pre_dampen_half': 5.542030950268268, 'gpp_af': 2.8805537835688413, 'gpp_b': 0.08161454372835547, 'gpp_d': 0.13223503889537183, 'ign_k': 0.7058572590901792, 'ign_c': 0.8891936446296247}.
[I 2026-08-06 02:12:19,093] Trial 19 finished with values: [10.768493599480136, 10.768493599480136] and parameters: {'k1': 0.0002002621122934531, 'D_low': 968.2012086882471, 'k2': 0.003967633935744858, 'D_high': 24939.838794891497, 'fire_exp': 4.545826879529187, 'P_half': 187.6006822030065, 'pre_dampen_half': 0.029401794589686385, 'gpp_af': 0.06895710419314548, 'gpp_b': 0.0003901343643245447, 'gpp_d': 0.16593890383815796, 'ign_k': 7.799059237255681, 'ign_c': 3.735862630812751}.
[I 2026-08-06 02:12:20,124] Trial 20 finished with values: [10.76902046486672, 10.76902046486672] and parameters: {'k1': 0.03699867920489089, 'D_low': 334.62201030483817, 'k2': 0.015109330261674455, 'D_high': 1024.5858939867323, 'fire_exp': 3.7748863822506733, 'P_half': 93.34064019986363, 'pre_dampen_half': 0.09467055845337147, 'gpp_af': 4.095062894476692, 'gpp_b': 0.0004837646996135023, 'gpp_d': 0.013230608911548413, 'ign_k': 0.3818468247973969, 'ign_c': 0.5110256715654393}.
[I 2026-08-06 02:12:21,190] Trial 21 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 0.05778755734457457, 'D_low': 6542.056762893129, 'k2': 0.04565176372646328, 'D_high': 302.4369161272648, 'fire_exp': 1.0362310858538248, 'P_half': 5167.425813322413, 'pre_dampen_half': 1.3833139021965035, 'gpp_af': 68.11991466118579, 'gpp_b': 6.049505313715197, 'gpp_d': 184.0972398983907, 'ign_k': 0.015058980408366392, 'ign_c': 3.470490935437501}.
[I 2026-08-06 02:12:22,248] Trial 22 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 0.025383218374507292, 'D_low': 18.522006003174383, 'k2': 4.763991596630584e-05, 'D_high': 1687.3495104568947, 'fire_exp': 8.63286151453424, 'P_half': 608.3019192425825, 'pre_dampen_half': 7.084445284509009, 'gpp_af': 0.0030611349005284453, 'gpp_b': 0.04898277215907763, 'gpp_d': 891.8036602897795, 'ign_k': 0.0036335911653931643, 'ign_c': 11.83909783475769}.
[I 2026-08-06 02:12:23,312] Trial 23 finished with values: [10.27211791246206, 10.27211791246206] and parameters: {'k1': 0.03232155805617897, 'D_low': 918.4900818511542, 'k2': 0.006138509947844854, 'D_high': 6455.595882939566, 'fire_exp': 2.2881850891698634, 'P_half': 14.94057723907974, 'pre_dampen_half': 111.37963167994629, 'gpp_af': 11.234842109991876, 'gpp_b': 1.5938003265859821, 'gpp_d': 368.30088529547436, 'ign_k': 0.11101191524846071, 'ign_c': 10.140635645866492}.
[I 2026-08-06 02:12:24,388] Trial 24 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 0.015602015889668856, 'D_low': 397.9749374103113, 'k2': 0.006424916813668931, 'D_high': 15246.518242848602, 'fire_exp': 7.762566645187935, 'P_half': 22.4895428439145, 'pre_dampen_half': 0.7549440440422736, 'gpp_af': 0.002950595659493296, 'gpp_b': 0.029490412408101685, 'gpp_d': 0.015125556736397565, 'ign_k': 0.0728437126516689, 'ign_c': 14.810800730363484}.
[I 2026-08-06 02:12:25,498] Trial 25 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 0.00014001191914113747, 'D_low': 230.8516815110801, 'k2': 1.3243445838637965e-05, 'D_high': 14.10563867753527, 'fire_exp': 6.64661557126371, 'P_half': 27.59069025439785, 'pre_dampen_half': 0.043181981126981975, 'gpp_af': 0.4085228003668622, 'gpp_b': 0.4168322557207811, 'gpp_d': 0.11997897226934479, 'ign_k': 0.31014294272127446, 'ign_c': 0.21947742689197342}.
[I 2026-08-06 02:12:26,546] Trial 26 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 1.6096330648219375e-05, 'D_low': 133.4807155996069, 'k2': 0.0014539199187561544, 'D_high': 3545.843846227985, 'fire_exp': 5.322201753534139, 'P_half': 8005.866020696464, 'pre_dampen_half': 3.815063241036454, 'gpp_af': 0.041189105896489775, 'gpp_b': 0.5903603324157484, 'gpp_d': 0.22602748689012583, 'ign_k': 0.057001421052469435, 'ign_c': 0.2059802236544963}.
[I 2026-08-06 02:12:27,571] Trial 27 finished with values: [10.767249760266727, 10.767249760266727] and parameters: {'k1': 1.2629989039319992e-05, 'D_low': 7089.141723796886, 'k2': 0.02207600491318518, 'D_high': 6079.905434073399, 'fire_exp': 2.5642061910321017, 'P_half': 4.933751600448339, 'pre_dampen_half': 0.06055990892372905, 'gpp_af': 0.017832592720985762, 'gpp_b': 0.01974058362112495, 'gpp_d': 37.40930273158252, 'ign_k': 0.43731009905162666, 'ign_c': 1.317454386434276}.
[I 2026-08-06 02:12:28,681] Trial 28 finished with values: [10.765461805809089, 10.765461805809089] and parameters: {'k1': 0.06598741607403362, 'D_low': 894.5150807271528, 'k2': 0.0016497426799845453, 'D_high': 2798.2272717049286, 'fire_exp': 2.627846918579106, 'P_half': 9.793184984206247, 'pre_dampen_half': 0.6023700815747873, 'gpp_af': 6.155035361040188, 'gpp_b': 1.220003093173824e-05, 'gpp_d': 0.03805074835058821, 'ign_k': 0.0015276032303600073, 'ign_c': 0.14551749476072262}.
[I 2026-08-06 02:12:29,817] Trial 29 finished with values: [10.76899974305504, 10.76899974305504] and parameters: {'k1': 0.02641449645424223, 'D_low': 652.5765108342365, 'k2': 0.0007883068789768041, 'D_high': 24.622754931226588, 'fire_exp': 3.1018148805490564, 'P_half': 78.32259769732477, 'pre_dampen_half': 0.07345296810407675, 'gpp_af': 0.14765842992482675, 'gpp_b': 0.0024605285374226047, 'gpp_d': 12.00191344086031, 'ign_k': 0.34703605955441524, 'ign_c': 0.15178052094448868}.
[I 2026-08-06 02:12:30,885] Trial 30 finished with values: [10.743746659310208, 10.743746659310208] and parameters: {'k1': 0.00031510149123840285, 'D_low': 318.74227118134144, 'k2': 0.0010293072560417134, 'D_high': 26666.09148594752, 'fire_exp': 4.557153230489669, 'P_half': 4.484744524732794, 'pre_dampen_half': 0.02253428262837267, 'gpp_af': 1.6296576926690896, 'gpp_b': 1.4423407153852965e-05, 'gpp_d': 8.489417776525737, 'ign_k': 5.766615111348428, 'ign_c': 20.03995359361213}.
[I 2026-08-06 02:12:31,929] Trial 31 finished with values: [10.769230725506155, 10.769230725506155] and parameters: {'k1': 0.00035700944411057794, 'D_low': 374.2423001985197, 'k2': 0.0006807874826564588, 'D_high': 1522.1840161091638, 'fire_exp': 8.739061764166133, 'P_half': 35.02761367842313, 'pre_dampen_half': 639.6653397497474, 'gpp_af': 33.63203991537027, 'gpp_b': 0.0001495363613262712, 'gpp_d': 0.022223195374893753, 'ign_k': 0.0025299503921303707, 'ign_c': 0.11827346017839091}.
[I 2026-08-06 02:12:33,016] Trial 32 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 2.3865571736727097e-05, 'D_low': 539.5442811888478, 'k2': 1.926436037130656e-05, 'D_high': 188.75676307822278, 'fire_exp': 6.996410952356466, 'P_half': 1.239046892818203, 'pre_dampen_half': 118.12516086413085, 'gpp_af': 0.02566101756040953, 'gpp_b': 5.116688352281462e-05, 'gpp_d': 30.456909077772018, 'ign_k': 0.3279226289997166, 'ign_c': 323.5102565788354}.
[I 2026-08-06 02:12:34,123] Trial 33 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 0.008715336806899437, 'D_low': 1636.5290600718067, 'k2': 0.00013431925993528124, 'D_high': 51.257589079379386, 'fire_exp': 5.6313789308320565, 'P_half': 1687.869855879562, 'pre_dampen_half': 896.4492537002844, 'gpp_af': 0.11563475499641605, 'gpp_b': 0.0017065087316216368, 'gpp_d': 76.2192732934521, 'ign_k': 0.02307884981527798, 'ign_c': 528.4809078673597}.
[I 2026-08-06 02:12:35,191] Trial 34 finished with values: [10.620506447717242, 10.620506447717242] and parameters: {'k1': 0.02714257255218683, 'D_low': 51.9967392387832, 'k2': 0.010080550999930625, 'D_high': 10427.291060979045, 'fire_exp': 1.2680134752324452, 'P_half': 4075.7883791361783, 'pre_dampen_half': 3.3594011166738142, 'gpp_af': 13.560863064135962, 'gpp_b': 0.000832333943844274, 'gpp_d': 300.3420512048734, 'ign_k': 0.03604182012888638, 'ign_c': 0.11049703024154134}.
[I 2026-08-06 02:12:36,254] Trial 35 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 0.041833856821460375, 'D_low': 2.31817761129035, 'k2': 0.0001893453091519151, 'D_high': 63131.75583634936, 'fire_exp': 8.924977849661843, 'P_half': 196.6760839944309, 'pre_dampen_half': 14.427333163005196, 'gpp_af': 0.1746737362654535, 'gpp_b': 0.0005744663972188569, 'gpp_d': 0.4398683628529413, 'ign_k': 0.4898620823554847, 'ign_c': 102.21111307208339}.
[I 2026-08-06 02:12:37,287] Trial 36 finished with values: [10.729509039041794, 10.729509039041794] and parameters: {'k1': 0.014666151770108535, 'D_low': 1440.3650379563878, 'k2': 2.316457903103837e-05, 'D_high': 949.9072859745386, 'fire_exp': 1.14171776851287, 'P_half': 157.80309954142965, 'pre_dampen_half': 1.6130673726933187, 'gpp_af': 27.448645214004376, 'gpp_b': 0.0012749409641020352, 'gpp_d': 0.03848886303127135, 'ign_k': 0.0037322156377670697, 'ign_c': 111.18405953132105}.
[I 2026-08-06 02:12:38,319] Trial 37 finished with values: [10.124913303512237, 10.124913303512237] and parameters: {'k1': 0.0029707920514735983, 'D_low': 2.5379946629058443, 'k2': 2.1698375693549493e-05, 'D_high': 6366.1449945522045, 'fire_exp': 1.182396148413737, 'P_half': 1938.3858782150498, 'pre_dampen_half': 33.9790424311127, 'gpp_af': 0.0025511964576171086, 'gpp_b': 3.228689523591491e-05, 'gpp_d': 857.4284557962634, 'ign_k': 0.03141110271934876, 'ign_c': 3.0378658251922155}.
[I 2026-08-06 02:12:39,399] Trial 38 finished with values: [10.69565426193629, 10.69565426193629] and parameters: {'k1': 0.01783192664937594, 'D_low': 6151.688122361408, 'k2': 0.08790311296857814, 'D_high': 10316.033434719713, 'fire_exp': 2.3782613909771353, 'P_half': 2.157758652553991, 'pre_dampen_half': 76.86605275420082, 'gpp_af': 0.6194713831445294, 'gpp_b': 0.003510201564752293, 'gpp_d': 340.229467527258, 'ign_k': 0.0027847738314446878, 'ign_c': 9.34330265731847}.
[I 2026-08-06 02:12:40,431] Trial 39 finished with values: [10.769128932928481, 10.769128932928481] and parameters: {'k1': 1.1102341430568339e-05, 'D_low': 74.92772870670282, 'k2': 1.6796279878430503e-05, 'D_high': 29.87250655313649, 'fire_exp': 1.3107692568861353, 'P_half': 395.22208819061166, 'pre_dampen_half': 53.73093479067421, 'gpp_af': 0.8257409555143472, 'gpp_b': 5.9297350775555, 'gpp_d': 0.748777692754551, 'ign_k': 0.013894673469237211, 'ign_c': 298.123706972088}.
[I 2026-08-06 02:12:41,463] Trial 40 finished with values: [10.738700939047757, 10.738700939047757] and parameters: {'k1': 7.841214856323651e-05, 'D_low': 7126.727573532312, 'k2': 1.1184534120760473e-05, 'D_high': 75773.14388518519, 'fire_exp': 1.1044852285094786, 'P_half': 3669.20903969591, 'pre_dampen_half': 4.350163152436989, 'gpp_af': 92.21975850381763, 'gpp_b': 2.7719116797094715e-05, 'gpp_d': 5.878566318396007, 'ign_k': 7.537201787998428, 'ign_c': 12.37061744238074}.
[I 2026-08-06 02:12:42,539] Trial 41 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 0.0032930213963426706, 'D_low': 606.7290033535005, 'k2': 0.0006579066240690734, 'D_high': 3237.668055684036, 'fire_exp': 3.8398504643167155, 'P_half': 4023.759749324184, 'pre_dampen_half': 0.016874538403502292, 'gpp_af': 0.02539896080949815, 'gpp_b': 5.040445281577146, 'gpp_d': 282.69551568161273, 'ign_k': 0.06647020392311619, 'ign_c': 30.236421525614126}.
[I 2026-08-06 02:12:43,617] Trial 42 finished with values: [10.769230761947192, 10.769230761947192] and parameters: {'k1': 0.00012868405331151612, 'D_low': 5.6556775246185085, 'k2': 0.0007158031739371039, 'D_high': 259.06510073644523, 'fire_exp': 3.83403534181858, 'P_half': 2.0461550877877857, 'pre_dampen_half': 744.6874559393902, 'gpp_af': 85.32056493640629, 'gpp_b': 0.15451487116766618, 'gpp_d': 4.79161407246161, 'ign_k': 0.017302564033031168, 'ign_c': 179.96169659044335}.
[I 2026-08-06 02:12:44,711] Trial 43 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 0.005481818979974934, 'D_low': 4.471649524144919, 'k2': 0.044025950197597, 'D_high': 19505.1355017551, 'fire_exp': 8.908404185420872, 'P_half': 799.6096625957168, 'pre_dampen_half': 11.670137678830988, 'gpp_af': 0.12337159555124105, 'gpp_b': 3.947943239814267, 'gpp_d': 213.9535256831782, 'ign_k': 0.0015166126720973767, 'ign_c': 0.12748758606816127}.
[I 2026-08-06 02:12:45,785] Trial 44 finished with values: [10.769171082974971, 10.769171082974971] and parameters: {'k1': 0.00032051877004248816, 'D_low': 1746.6799020707338, 'k2': 0.08894151386481904, 'D_high': 39.96387247033354, 'fire_exp': 3.927631327238781, 'P_half': 33.38592600709396, 'pre_dampen_half': 707.2484251478384, 'gpp_af': 16.240321246401916, 'gpp_b': 1.0714507872203791, 'gpp_d': 2.205290461230934, 'ign_k': 0.04563289369649656, 'ign_c': 1.2405900331046134}.
[I 2026-08-06 02:12:46,851] Trial 45 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 1.680745613966296e-05, 'D_low': 2876.6664283743457, 'k2': 0.01784859505675317, 'D_high': 99740.30527860278, 'fire_exp': 9.92285938457466, 'P_half': 166.6198819398924, 'pre_dampen_half': 69.97406045784113, 'gpp_af': 52.945450676642814, 'gpp_b': 1.2528074983135014, 'gpp_d': 0.17248070105409813, 'ign_k': 0.06341274324516308, 'ign_c': 0.32857737869796977}.
[I 2026-08-06 02:12:47,898] Trial 46 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 0.06549439112520007, 'D_low': 265.8878778692342, 'k2': 8.214312521999585e-05, 'D_high': 4861.863231847276, 'fire_exp': 4.150765902513497, 'P_half': 27.08013793478254, 'pre_dampen_half': 0.036964765973876636, 'gpp_af': 2.2796384735235136, 'gpp_b': 0.013238726356442897, 'gpp_d': 72.70963402444558, 'ign_k': 0.1204076289597327, 'ign_c': 256.2866600016351}.
[I 2026-08-06 02:12:48,941] Trial 47 finished with values: [10.701489505980398, 10.701489505980398] and parameters: {'k1': 0.0016129739560722712, 'D_low': 175.2878790340412, 'k2': 0.03210808548911189, 'D_high': 411.0848435021235, 'fire_exp': 1.3614924220931135, 'P_half': 1.3035590385085063, 'pre_dampen_half': 59.66041614891413, 'gpp_af': 1.2634200269147204, 'gpp_b': 0.1676789742547917, 'gpp_d': 0.11609694921678075, 'ign_k': 0.0035114452581286888, 'ign_c': 0.11433485956638717}.
[I 2026-08-06 02:12:50,025] Trial 48 finished with values: [10.76923076805719, 10.76923076805719] and parameters: {'k1': 0.00025255166452944054, 'D_low': 228.9131530683704, 'k2': 0.0003706603917411953, 'D_high': 562.2114524476699, 'fire_exp': 8.019710561528978, 'P_half': 24.718486072349435, 'pre_dampen_half': 3.714902721462094, 'gpp_af': 8.284476373292447, 'gpp_b': 0.00239473076682241, 'gpp_d': 12.895360899367368, 'ign_k': 2.8148472662506565, 'ign_c': 628.1776703992847}.
[I 2026-08-06 02:12:51,050] Trial 49 finished with values: [10.769230714716564, 10.769230714716564] and parameters: {'k1': 3.8751982355100445e-05, 'D_low': 5085.697220189423, 'k2': 0.0009299619346742016, 'D_high': 107.88909575795405, 'fire_exp': 2.878298002135838, 'P_half': 8320.133621840185, 'pre_dampen_half': 2.9046276683520458, 'gpp_af': 0.04403094955951772, 'gpp_b': 0.0631546199357611, 'gpp_d': 0.15875524914818662, 'ign_k': 0.002011190979341457, 'ign_c': 0.3277320296937064}.
[I 2026-08-06 02:12:52,084] Trial 50 finished with values: [10.701587620000252, 10.701587620000252] and parameters: {'k1': 3.252245757497282e-05, 'D_low': 4.051452710153359, 'k2': 3.5917714215176105e-05, 'D_high': 3660.150802571655, 'fire_exp': 1.5201277403788451, 'P_half': 24.136213194527585, 'pre_dampen_half': 304.7488318185732, 'gpp_af': 0.2343193755572473, 'gpp_b': 0.10123867001105968, 'gpp_d': 0.07271087249685712, 'ign_k': 0.005877005203443299, 'ign_c': 0.1457050032975653}.
[I 2026-08-06 02:12:53,162] Trial 51 finished with values: [10.758569479167083, 10.758569479167083] and parameters: {'k1': 4.739584301027366e-05, 'D_low': 13.012518385211498, 'k2': 5.105542986365652e-05, 'D_high': 22.636544662054543, 'fire_exp': 1.3201882743050743, 'P_half': 69.68111190775313, 'pre_dampen_half': 0.10756440816904224, 'gpp_af': 0.0662749342026412, 'gpp_b': 0.010483435442445016, 'gpp_d': 28.312234265202243, 'ign_k': 0.0014363112408604436, 'ign_c': 157.63098727399432}.
