=== Africa, G recipe + tropical suppression (TROP_MASK=1)  08:43:49 ===
[I 2026-08-06 08:44:01,352] A new study created in memory with name: no-name-c2211d28-9860-42b9-ac36-0424f6de959b
[I 2026-08-06 08:44:02,471] Trial 0 finished with values: [10.064836457726306, 10.064836457726306] and parameters: {'k1': 0.03635503353478365, 'D_low': 70.18267183720735, 'k2': 0.012758211164590085, 'D_high': 2940.51756322311, 'fire_exp': 1.165368636520435, 'P_half': 12.808863354047988, 'pre_dampen_half': 107.40052367919465, 'gpp_af': 0.1476584299248268, 'gpp_b': 0.0005752434266899163, 'gpp_d': 660.9129108295722, 'ign_k': 8.708806168038567, 'ign_c': 20.03995359361212, 'trop_agb_crit': 3.5747129226002423, 'trop_k_veg': 6.9782110227926815}.
[I 2026-08-06 08:44:14,856] Trial 11 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.0009749762207436118, 'D_low': 15.977662354833871, 'k2': 0.00013783578294796384, 'D_high': 14.0458423440247, 'fire_exp': 4.069718158955968, 'P_half': 102.49816559563212, 'pre_dampen_half': 0.018088133565708247, 'gpp_af': 0.024730467210999134, 'gpp_b': 2.8157579294311725, 'gpp_d': 0.15769192447197522, 'ign_k': 0.003798214508453258, 'ign_c': 9.074256288983854, 'trop_agb_crit': 28.570986468059534, 'trop_k_veg': 0.978213368435106}.
[I 2026-08-06 08:44:16,010] Trial 12 finished with values: [10.761350447569285, 10.761350447569285] and parameters: {'k1': 0.00488137519160367, 'D_low': 1112.9571947046009, 'k2': 8.923807143379776e-05, 'D_high': 8182.111518618414, 'fire_exp': 2.332293128354265, 'P_half': 338.23872019362165, 'pre_dampen_half': 14.711215379121963, 'gpp_af': 0.47739011308437823, 'gpp_b': 3.481277316673104e-05, 'gpp_d': 150.14555442537656, 'ign_k': 0.019192001101561888, 'ign_c': 0.557280750002996, 'trop_agb_crit': 1.14876138417489, 'trop_k_veg': 2.573214588078609}.
[I 2026-08-06 08:44:17,155] Trial 13 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.0051316549551483235, 'D_low': 1.1650681118986133, 'k2': 0.0011178209200698721, 'D_high': 80.53471030316095, 'fire_exp': 4.4174616756610865, 'P_half': 4.982711200081132, 'pre_dampen_half': 28.489753426125606, 'gpp_af': 0.08583743499363283, 'gpp_b': 4.172342315150443, 'gpp_d': 0.048708496102003014, 'ign_k': 0.023134781612225618, 'ign_c': 0.28437674894443676, 'trop_agb_crit': 23.22119672134762, 'trop_k_veg': 5.6936642196060685}.
[I 2026-08-06 08:44:18,329] Trial 14 finished with values: [10.76912821370337, 10.76912821370337] and parameters: {'k1': 0.00010758866306767925, 'D_low': 436.4516946807792, 'k2': 0.018573288333114862, 'D_high': 1662.6592254031873, 'fire_exp': 3.3857164090062235, 'P_half': 9.277034327414716, 'pre_dampen_half': 0.029208808341780905, 'gpp_af': 30.625189859246767, 'gpp_b': 2.5264362435704455, 'gpp_d': 14.638860976621418, 'ign_k': 0.022704877557909234, 'ign_c': 2.4936660834465174, 'trop_agb_crit': 11.812030596598904, 'trop_k_veg': 6.014484292180484}.
[I 2026-08-06 08:44:19,464] Trial 15 finished with values: [10.769230604582516, 10.769230604582516] and parameters: {'k1': 0.035346441441965824, 'D_low': 1316.7465326936142, 'k2': 0.0036993598999597497, 'D_high': 21.705003488711135, 'fire_exp': 1.450870712623418, 'P_half': 3928.4095134792283, 'pre_dampen_half': 10.768254179081206, 'gpp_af': 0.001111693990724459, 'gpp_b': 4.062835674447076e-05, 'gpp_d': 20.773460357138827, 'ign_k': 0.001047722656409829, 'ign_c': 0.4397766894483963, 'trop_agb_crit': 6.464669746492398, 'trop_k_veg': 3.4048253345625987}.
[I 2026-08-06 08:44:20,628] Trial 16 finished with values: [10.769143311552309, 10.769143311552309] and parameters: {'k1': 0.004053638704742309, 'D_low': 7.890004262668578, 'k2': 0.007058572590901788, 'D_high': 88.9193644629625, 'fire_exp': 2.1154350616377124, 'P_half': 968.2012086882471, 'pre_dampen_half': 17.707795393478506, 'gpp_af': 17.624510039685536, 'gpp_b': 0.08824240860504107, 'gpp_d': 6.942933677610508, 'ign_k': 0.0023697311169867336, 'ign_c': 2.957080941494347, 'trop_agb_crit': 2.4645410377327237, 'trop_k_veg': 0.983473833513531}.
[I 2026-08-06 08:44:21,794] Trial 17 finished with values: [10.764354262536765, 10.764354262536765] and parameters: {'k1': 0.07799059237255677, 'D_low': 37.35862630812753, 'k2': 0.03699867920489089, 'D_high': 3346.220103048382, 'fire_exp': 6.234638880169447, 'P_half': 102.4585893986732, 'pre_dampen_half': 7.665128204660195, 'gpp_af': 0.29012721497386246, 'gpp_b': 0.0001484082099455773, 'gpp_d': 40.950628944766926, 'ign_k': 0.013276678836047658, 'ign_c': 0.12510188850164433, 'trop_agb_crit': 8.983402272488592, 'trop_k_veg': 0.8170196702261714}.
[I 2026-08-06 08:44:22,937] Trial 18 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.05778755734457457, 'D_low': 6542.056762893129, 'k2': 0.04565176372646328, 'D_high': 302.4369161272648, 'fire_exp': 1.0362310858538248, 'P_half': 5167.425813322413, 'pre_dampen_half': 1.3833139021965035, 'gpp_af': 68.11991466118579, 'gpp_b': 6.049505313715197, 'gpp_d': 184.0972398983907, 'ign_k': 0.015058980408366392, 'ign_c': 3.470490935437501, 'trop_agb_crit': 18.081400596781233, 'trop_k_veg': 1.2038770175361675}.
[I 2026-08-06 08:44:24,095] Trial 19 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 4.763991596630584e-05, 'D_low': 168.73495104568943, 'k2': 0.05554169083020911, 'D_high': 6083.019192425827, 'fire_exp': 3.7158756327298814, 'P_half': 2.4474057445796826, 'pre_dampen_half': 11.886011154695657, 'gpp_af': 89.1803660289781, 'gpp_b': 6.926344546055084e-05, 'gpp_d': 3.90524479130036, 'ign_k': 3.2321558056178983, 'ign_c': 91.84900818511522, 'trop_agb_crit': 10.704755834674414, 'trop_k_veg': 3.506268155293053}.
[I 2026-08-06 08:44:25,266] Trial 20 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.00027413507419758244, 'D_low': 14.94057723907974, 'k2': 0.017276056747028225, 'D_high': 17396.167422846986, 'fire_exp': 7.363297006759709, 'P_half': 4497.407193749843, 'pre_dampen_half': 3.6033960181641236, 'gpp_af': 0.32179661649786323, 'gpp_b': 0.6162700666853761, 'gpp_d': 17.775411110039244, 'ign_k': 0.6424916813668934, 'ign_c': 152.46518242848595, 'trop_agb_crit': 20.636964030632928, 'trop_k_veg': 1.2763116303262503}.
[I 2026-08-06 08:44:26,421] Trial 21 finished with values: [10.769120850189834, 10.769120850189834] and parameters: {'k1': 0.0003179302199939536, 'D_low': 2.3764449553865354, 'k2': 0.0020564614086027925, 'D_high': 13.924162890248676, 'fire_exp': 2.921447042060987, 'P_half': 148.10800730363493, 'pre_dampen_half': 0.27083591868016804, 'gpp_af': 0.8998420889037456, 'gpp_b': 1.524058016414757e-05, 'gpp_d': 0.015372374060846974, 'ign_k': 1.9516513783265599, 'ign_c': 2.7590690254397843, 'trop_agb_crit': 1.5405783270032232, 'trop_k_veg': 2.1272255937459805}.
[I 2026-08-06 08:44:27,541] Trial 22 finished with values: [10.710800492696595, 10.710800492696595] and parameters: {'k1': 0.012021930484915042, 'D_low': 7.299348683062307, 'k2': 0.003101429427212743, 'D_high': 21.947742689197344, 'fire_exp': 1.1263716762638152, 'P_half': 133.4807155996069, 'pre_dampen_half': 5.048653998722947, 'gpp_af': 1.5386842469144075, 'gpp_b': 0.22727308251068193, 'gpp_d': 757.2868182332339, 'ign_k': 0.11619873314872933, 'ign_c': 1.9580595319750387, 'trop_agb_crit': 14.948114979829949, 'trop_k_veg': 1.0594599158279707}.
[I 2026-08-06 08:44:28,775] Trial 23 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.0005700142105246941, 'D_low': 2.0598022365449626, 'k2': 1.2629989039319992e-05, 'D_high': 70891.41723796894, 'fire_exp': 6.854568494872217, 'P_half': 607.9905434073398, 'pre_dampen_half': 1.10857408536991, 'gpp_af': 0.007353119099448618, 'gpp_b': 8.682049468455238e-05, 'gpp_d': 0.17832592720985765, 'ign_k': 0.15736446109772145, 'ign_c': 72.17448452444773, 'trop_agb_crit': 9.444774154985085, 'trop_k_veg': 1.0865357077254767}.
[I 2026-08-06 08:44:29,920] Trial 24 finished with values: [10.76671598201545, 10.76671598201545] and parameters: {'k1': 0.06598741607403362, 'D_low': 894.5150807271528, 'k2': 0.0016497426799845453, 'D_high': 2798.2272717049286, 'fire_exp': 2.627846918579106, 'P_half': 9.793184984206247, 'pre_dampen_half': 0.6023700815747873, 'gpp_af': 6.155035361040188, 'gpp_b': 1.220003093173824e-05, 'gpp_d': 0.03805074835058821, 'ign_k': 0.0015276032303600073, 'ign_c': 0.14551749476072262, 'trop_agb_crit': 18.3492792986878, 'trop_k_veg': 3.517697529584014}.
[I 2026-08-06 08:44:31,039] Trial 25 finished with values: [10.769140384405336, 10.769140384405336] and parameters: {'k1': 0.0007883068789768041, 'D_low': 2.4622754931226587, 'k2': 0.0009256855841989632, 'D_high': 783.2259769732478, 'fire_exp': 1.4900535273878766, 'P_half': 54.37591736923918, 'pre_dampen_half': 0.9829324480069708, 'gpp_af': 1.200191344086032, 'gpp_b': 0.06464901394322495, 'gpp_d': 0.016846901973653922, 'ign_k': 0.0315101491238403, 'ign_c': 31.874227118134094, 'trop_agb_crit': 5.535964054794066, 'trop_k_veg': 5.373862339436157}.
[I 2026-08-06 08:44:32,154] Trial 26 finished with values: [10.306913814390628, 10.306913814390628] and parameters: {'k1': 0.004312951023617458, 'D_low': 4.484744524732794, 'k2': 1.915468390724633e-05, 'D_high': 3712.591045287726, 'fire_exp': 1.0629462657398439, 'P_half': 220.3445560633069, 'pre_dampen_half': 502.5175192217655, 'gpp_af': 0.7539992074650279, 'gpp_b': 0.0021331409710300844, 'gpp_d': 16.460426816350523, 'ign_k': 0.0680787482656459, 'ign_c': 15.221840161091626, 'trop_agb_crit': 24.584290528289387, 'trop_k_veg': 1.4584243470991722}.
[I 2026-08-06 08:44:33,280] Trial 27 finished with values: [10.744866020128121, 10.744866020128121] and parameters: {'k1': 0.06994589881535453, 'D_low': 4182.178526757453, 'k2': 6.069662445477729e-05, 'D_high': 18.942844905792818, 'fire_exp': 1.2611826901294014, 'P_half': 1.1827346017839087, 'pre_dampen_half': 0.029662981696401067, 'gpp_af': 2.6003623362924237, 'gpp_b': 2.6738182964551835e-05, 'gpp_d': 0.3934396739328545, 'ign_k': 2.3960796124300754, 'ign_c': 0.1239046892818203, 'trop_agb_crit': 15.961316409649486, 'trop_k_veg': 1.0923378209074766}.
[I 2026-08-06 08:44:34,429] Trial 28 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 2.9693357731296325e-05, 'D_low': 612.2780092275807, 'k2': 0.0032792262899971644, 'D_high': 32351.025657883612, 'fire_exp': 5.433392060430592, 'P_half': 1636.5290600718067, 'pre_dampen_half': 0.2571419084734534, 'gpp_af': 0.0077125451401819246, 'gpp_b': 0.3189249600851242, 'gpp_d': 108.18665579547857, 'ign_k': 9.162638829638215, 'ign_c': 4.4716799012313055, 'trop_agb_crit': 3.544180417534903, 'trop_k_veg': 4.30392173391187}.
[I 2026-08-06 08:44:35,634] Trial 29 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.00023078849815277971, 'D_low': 5284.809078673603, 'k2': 0.02714257255218683, 'D_high': 519.9673923878321, 'fire_exp': 5.634703493906651, 'P_half': 1042.7291060979032, 'pre_dampen_half': 0.03278078460674784, 'gpp_af': 32.56600861272841, 'gpp_b': 0.010752618432192773, 'gpp_d': 135.6086306413594, 'ign_k': 0.019063314120324366, 'ign_c': 382.0259936390113, 'trop_agb_crit': 3.757492064184006, 'trop_k_veg': 0.5152521789563916}.
[I 2026-08-06 08:44:36,770] Trial 30 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.041833856821460375, 'D_low': 2.31817761129035, 'k2': 0.0001893453091519151, 'D_high': 63131.75583634936, 'fire_exp': 8.924977849661843, 'P_half': 196.6760839944309, 'pre_dampen_half': 14.427333163005196, 'gpp_af': 0.1746737362654535, 'gpp_b': 0.0005744663972188569, 'gpp_d': 0.4398683628529413, 'ign_k': 0.4898620823554847, 'ign_c': 102.21111307208339, 'trop_agb_crit': 14.765842451489418, 'trop_k_veg': 4.4644194212034}.
[I 2026-08-06 08:44:37,847] Trial 31 finished with values: [10.769176825800203, 10.769176825800203] and parameters: {'k1': 2.316457903103837e-05, 'D_low': 94.99072859745384, 'k2': 1.6991629902581918e-05, 'D_high': 1578.0309954142967, 'fire_exp': 2.763952030254024, 'P_half': 3554.812765190894, 'pre_dampen_half': 0.5682966065442918, 'gpp_af': 0.0038488863031271342, 'gpp_b': 7.210246166617508e-05, 'gpp_d': 64.20268021730274, 'ign_k': 0.29707920514735997, 'ign_c': 0.2537994662905845, 'trop_agb_crit': 1.331177446539379, 'trop_k_veg': 3.49157152291552}.
[I 2026-08-06 08:44:39,002] Trial 32 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 1.9545735860656975e-05, 'D_low': 1938.3858782150498, 'k2': 0.0066829607218309986, 'D_high': 21.15412774188856, 'fire_exp': 1.2157316246544858, 'P_half': 8842.15887512662, 'pre_dampen_half': 0.7436249946022379, 'gpp_af': 0.07131990160433635, 'gpp_b': 0.7530042086543884, 'gpp_d': 544.8072608137535, 'ign_k': 8.790311296857817, 'ign_c': 103.16033434719708, 'trop_agb_crit': 3.5956799721244663, 'trop_k_veg': 0.6302529481725916}.
[I 2026-08-06 08:44:40,114] Trial 33 finished with values: [10.70050948774163, 10.70050948774163] and parameters: {'k1': 0.012840669372724958, 'D_low': 171.2446447678494, 'k2': 0.0004976087827261435, 'D_high': 42210.21267871043, 'fire_exp': 1.2918065501148304, 'P_half': 93.43302657318476, 'pre_dampen_half': 0.011396414164620812, 'gpp_af': 0.2204465010099918, 'gpp_b': 2.176805640408474e-05, 'gpp_d': 0.03927259340973166, 'ign_k': 0.0029519227433917453, 'ign_c': 39.52220881906114, 'trop_agb_crit': 12.647327018493208, 'trop_k_veg': 2.520089655463604}.
[I 2026-08-06 08:44:41,315] Trial 34 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.07058138788373682, 'D_low': 31.585104499227995, 'k2': 0.00013894673469237192, 'D_high': 29812.370697208862, 'fire_exp': 1.6733848721157607, 'P_half': 7126.727573532312, 'pre_dampen_half': 0.011501973785501987, 'gpp_af': 70.695884676536, 'gpp_b': 1.815346247026201e-05, 'gpp_d': 285.57196407381804, 'ign_k': 0.12906379659404604, 'ign_c': 937.2580613581177, 'trop_agb_crit': 1.285305820648146, 'trop_k_veg': 2.3220791324604515}.
[I 2026-08-06 08:44:42,422] Trial 35 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.07537201787998425, 'D_low': 123.70617442380748, 'k2': 0.0032930213963426706, 'D_high': 6067.290033535001, 'fire_exp': 2.8480070810999583, 'P_half': 323.7668055684038, 'pre_dampen_half': 8.347790852520644, 'gpp_af': 32.04719717682612, 'gpp_b': 1.873606058421592e-05, 'gpp_d': 0.25398960809498144, 'ign_k': 6.333531520998706, 'ign_c': 363.9612396485066, 'trop_agb_crit': 4.710426964286611, 'trop_k_veg': 2.790513046040763}.
[I 2026-08-06 08:44:43,561] Trial 36 finished with values: [10.769230764622993, 10.769230764622993] and parameters: {'k1': 0.00012868405331151612, 'D_low': 5.6556775246185085, 'k2': 0.0007158031739371039, 'D_high': 259.06510073644523, 'fire_exp': 3.83403534181858, 'P_half': 2.0461550877877857, 'pre_dampen_half': 744.6874559393902, 'gpp_af': 85.32056493640629, 'gpp_b': 0.15451487116766618, 'gpp_d': 4.79161407246161, 'ign_k': 0.017302564033031168, 'ign_c': 179.96169659044335, 'trop_agb_crit': 10.266702291253747, 'trop_k_veg': 0.7848385206902946}.
[I 2026-08-06 08:44:44,687] Trial 37 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.044025950197597, 'D_low': 1950.5135501755078, 'k2': 0.06297956449676541, 'D_high': 7996.09662595717, 'fire_exp': 4.105964554619502, 'P_half': 47.09471197589547, 'pre_dampen_half': 460.93789776763765, 'gpp_af': 21.395352568317854, 'gpp_b': 1.8677210807213754e-05, 'gpp_d': 0.013546742399729177, 'ign_k': 0.03205187700424883, 'ign_c': 174.66799020707305, 'trop_agb_crit': 28.729399923111405, 'trop_k_veg': 0.758734773524774}.
[I 2026-08-06 08:44:45,795] Trial 38 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.002379703566060642, 'D_low': 33.38592600709396, 'k2': 0.075797972901368, 'D_high': 23360.15351807503, 'fire_exp': 6.8917371429692995, 'P_half': 74.95017292334744, 'pre_dampen_half': 1.186035017482373, 'gpp_af': 0.023282808153384116, 'gpp_b': 2.178978674730084e-05, 'gpp_d': 210.67445605257004, 'ign_k': 1.7848595056753178, 'ign_c': 997.4030527860256, 'trop_agb_crit': 29.658791795265095, 'trop_k_veg': 2.332257079577479}.
[I 2026-08-06 08:44:46,912] Trial 39 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 0.011911039386071291, 'D_low': 6012.608403836943, 'k2': 0.025037419312288423, 'D_high': 97.5870988151656, 'fire_exp': 2.821916346634667, 'P_half': 3.2857737869796977, 'pre_dampen_half': 589.1896867519522, 'gpp_af': 1.0736758192045204, 'gpp_b': 0.00023542730600707395, 'gpp_d': 22.829869134347767, 'ign_k': 0.2968335334247, 'ign_c': 2.7080137934782536, 'trop_agb_crit': 1.4714256860732133, 'trop_k_veg': 3.218286540673567}.
[I 2026-08-06 08:44:48,076] Trial 40 finished with values: [10.759640876386147, 10.759640876386147] and parameters: {'k1': 0.0012056765208549535, 'D_low': 1228.2126524008484, 'k2': 0.0012040762895973265, 'D_high': 25628.666000163565, 'fire_exp': 3.5637467870629145, 'P_half': 175.2878790340412, 'pre_dampen_half': 241.69519319206728, 'gpp_af': 0.10409127568994281, 'gpp_b': 6.369295096609023e-05, 'gpp_d': 0.01392878970664331, 'ign_k': 1.0484531351650956, 'ign_c': 30.28574109895626, 'trop_agb_crit': 10.965064494899984, 'trop_k_veg': 0.902411054575325}.
[I 2026-08-06 08:44:49,165] Trial 41 finished with values: [10.762423460581717, 10.762423460581717] and parameters: {'k1': 3.511445258128687e-05, 'D_low': 1.1433485956638711, 'k2': 0.00025255166452944054, 'D_high': 2289.1315306837046, 'fire_exp': 2.467425479508436, 'P_half': 56.22114524476698, 'pre_dampen_half': 331.7366635899375, 'gpp_af': 0.05511595477601767, 'gpp_b': 0.012132126638791128, 'gpp_d': 82.84476373292449, 'ign_k': 0.038563028138793747, 'ign_c': 30.785541778315018, 'trop_agb_crit': 18.785197416433792, 'trop_k_veg': 6.955154171468271}.
[I 2026-08-06 08:44:50,275] Trial 42 finished with values: [10.769230759521246, 10.769230759521246] and parameters: {'k1': 3.8751982355100445e-05, 'D_low': 5085.697220189423, 'k2': 0.0009299619346742016, 'D_high': 107.88909575795405, 'fire_exp': 2.878298002135838, 'P_half': 8320.133621840185, 'pre_dampen_half': 2.9046276683520458, 'gpp_af': 0.04403094955951772, 'gpp_b': 0.0631546199357611, 'gpp_d': 0.15875524914818662, 'ign_k': 0.002011190979341457, 'ign_c': 0.3277320296937064, 'trop_agb_crit': 1.5457499114893816, 'trop_k_veg': 0.7618668427217097}.
[I 2026-08-06 08:44:51,397] Trial 43 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 3.5917714215176105e-05, 'D_low': 366.0150802571657, 'k2': 5.3397427849512415e-05, 'D_high': 241.3621319452758, 'fire_exp': 7.884758752688456, 'P_half': 78.6767770625783, 'pre_dampen_half': 21.766504582968803, 'gpp_af': 0.007271087249685711, 'gpp_b': 0.00014247350641458749, 'gpp_d': 0.01600822137048066, 'ign_k': 0.004739584301027368, 'ign_c': 1.3012518385211496, 'trop_agb_crit': 1.82585358527758, 'trop_k_veg': 0.6394086361306349}.
[I 2026-08-06 08:44:52,495] Trial 44 finished with values: [10.769230769178105, 10.769230769178105] and parameters: {'k1': 3.0376902301221646e-05, 'D_low': 69.68111190775313, 'k2': 6.688594595986188e-05, 'D_high': 286.47019533509877, 'fire_exp': 3.187258374159921, 'P_half': 577.536337635295, 'pre_dampen_half': 0.015723915425446308, 'gpp_af': 9.932349532437506, 'gpp_b': 0.0585332093505296, 'gpp_d': 0.025632747517520264, 'ign_k': 3.1211489608802356, 'ign_c': 482.49142811802585, 'trop_agb_crit': 1.2308908766048772, 'trop_k_veg': 1.0773676061600252}.
