attempt_id,model_family,stage,artifact_kind,source_path,git_blob,archive_path,declared_model,parameter_count,record_count,first_seen_commit,first_seen_date,history_refs
coupled-E:6eb233216104:models/C/params.coupledFW.k5.json,coupled-E,optimizer-checkpoint,model-parameters,models/C/params.coupledFW.k5.json,6eb2332161043ee48d0d19b466c259f5fdd51bfd,model/other-models/commit-artifacts/by-path/models/C/params.coupledFW.k5.6eb2332161043ee48d0d19b466c259f5fdd51bfd.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),16,17,3fb01b4a06f1eddc8f9ac0ed73788ab6ee8f57bb,2026-08-18T03:46:27-04:00,coupled-refit-gfed5
C-development:e8a2358b1f72:models/C/params.europe.json,C-development,committed-parameter-set,model-parameters,models/C/params.europe.json,e8a2358b1f72aa990d18abb422eefa401bc6a733,model/other-models/commit-artifacts/by-path/models/C/params.europe.e8a2358b1f72aa990d18abb422eefa401bc6a733.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,13,b77e29553af06505a26e3b0056bc4953846ee1c6,2026-06-10T23:29:21-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:86552a4e47fd:models/C/params.europe.k1.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europe.k1.json,86552a4e47fd63cd300382102eff43ab31cfb08b,model/other-models/commit-artifacts/by-path/models/C/params.europe.k1.86552a4e47fd63cd300382102eff43ab31cfb08b.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,b77e29553af06505a26e3b0056bc4953846ee1c6,2026-06-10T23:29:21-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:163d35ffcfef:models/C/params.europe.k2.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europe.k2.json,163d35ffcfeff5f45df70497ad70539a5b302df9,model/other-models/commit-artifacts/by-path/models/C/params.europe.k2.163d35ffcfeff5f45df70497ad70539a5b302df9.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,b77e29553af06505a26e3b0056bc4953846ee1c6,2026-06-10T23:29:21-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:0722062d5b60:models/C/params.europe.k3.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europe.k3.json,0722062d5b601655cfe2c5c8798b71ee4de5d72c,model/other-models/commit-artifacts/by-path/models/C/params.europe.k3.0722062d5b601655cfe2c5c8798b71ee4de5d72c.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,b77e29553af06505a26e3b0056bc4953846ee1c6,2026-06-10T23:29:21-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:60a3b2b04a42:models/C/params.europe.k4.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europe.k4.json,60a3b2b04a42268111fb6e19eaa19a7d9d5e37a9,model/other-models/commit-artifacts/by-path/models/C/params.europe.k4.60a3b2b04a42268111fb6e19eaa19a7d9d5e37a9.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,b77e29553af06505a26e3b0056bc4953846ee1c6,2026-06-10T23:29:21-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:af90f5ebd5c5:models/C/params.europe.k5.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europe.k5.json,af90f5ebd5c557ec0ee1db30b7f0d204b2a345e2,model/other-models/commit-artifacts/by-path/models/C/params.europe.k5.af90f5ebd5c557ec0ee1db30b7f0d204b2a345e2.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,b77e29553af06505a26e3b0056bc4953846ee1c6,2026-06-10T23:29:21-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:7c69625c9608:models/C/params.europe.k6.json,C-development,optimizer-checkpoint,model-parameters,models/C/params.europe.k6.json,7c69625c960823febdc3cdaed2f266f4d306c3a7,model/other-models/commit-artifacts/by-path/models/C/params.europe.k6.7c69625c960823febdc3cdaed2f266f4d306c3a7.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,17,b77e29553af06505a26e3b0056bc4953846ee1c6,2026-06-10T23:29:21-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:f69dcb237cc3:models/C/params.europecell.json,C-development,held-out-cells,model-parameters,models/C/params.europecell.json,f69dcb237cc3810ac08b6abf0cc1faf1689374c7,model/other-models/commit-artifacts/by-path/models/C/params.europecell.f69dcb237cc3810ac08b6abf0cc1faf1689374c7.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,13,0db07563d93cdb045e5dec86d00d2294d5a50ac5,2026-06-11T16:10:05-04:00,main;coupled-refit-gfed5;modelD-paper-params
C-development:75fc1188f38d:models/C/params.europeho.json,C-development,committed-parameter-set,model-parameters,models/C/params.europeho.json,75fc1188f38dd32fb2608153a4dd9a34edcd3612,model/other-models/commit-artifacts/by-path/models/C/params.europeho.75fc1188f38dd32fb2608153a4dd9a34edcd3612.json,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target),15,13,cfb4703f8f7d8a7193014b28fc745f7c4efd785a,2026-06-11T13:54:48-04:00,main;coupled-refit-gfed5;modelD-paper-params
