path,sha256,bytes,parameter_count,declared_model
model/parameters/coupled-gfed5/params.africaseas2.k6.json,982a50a9b68aa15b26721102301d42f1270d00e6f230d5bf7d7f9b11426766fa,1820,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.australia.json,832a223026f248037839400f1c681c9be80744641b7e9258bdff20815afb8df4,1667,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.australia.k1.json,5cb201b975cd4f4a745b4b22fb8295fd365b5597173db71a8467b80bf0e91162,1784,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.australia.k2.json,67ed9e47c55a63072dabbcba3bc644eddc0b384f42b0a2a29a3d0511fe49ef07,1781,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.australia.k3.json,be33e6f60dc070289ef63f7c2f872a531a2da19c4b678b2542c69482f2208252,1783,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.australia.k4.json,ba54cc47eedb7c928eb03986fc615021b245f312fb736eee42f78fd7a249a593,1784,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.australia.k5.json,7b30ad9e457f97085d99a7a71471fb5d64eefb92238b70984dccc8fc072a8821,1785,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.australia.k6.json,8ab843d42d342265850b0f87aba333c3bd16e234a13bc9f4861361a87747f8e1,1784,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.boreal.json,b0e0ef22e829db8d6795490167c5e3931ac2797083c3c0eeb727887f7706f467,1670,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.boreal.k1.json,3902a1396341a966aeeddc484d0f2c43add5c5881983fe204f038d7f9c36637f,1785,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.boreal.k2.json,505dc93854c0e397b50dfb37fa4f45c66196b18cf46f8d87543182f5d52cc516,1784,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.boreal.k3.json,720b2b30d32336486dd55612a037815a9b21eab883cc794906a33038094a0dc8,1782,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.boreal.k4.json,adc17b3454fc8fe67321af9935df1824f5fe8cf03ab069290a34d40804d7ca84,1782,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.boreal.k5.json,51787a89efbde97f8e26a4e3e23be49c584b8f749864d1aa076b5909927f09f9,1782,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.borealcell.json,c9f3b45bbdf12d05f4f6612d5e27ea581aa357c41076d1577e52baf194c6099b,1661,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.borealho.json,c51105ef31267c7849995add17464510556dc7156d747a494773a75b75066eba,1661,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.borealseas.json,a3434a823a73c25a9617625841165099ce7e702143c5976c89797b55d865a144,1660,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.borealseas.k1.json,3242a55ba5e49962aa9b38b92f18057353235200c9f2bcb75b06a5d6ddf49fd6,1775,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.borealseas.k2.json,7958ac54fd6b050a32126ba3c2fe054078c69b6ab6e93bd9c785bb837e5d9feb,1776,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.borealseas.k3.json,a4395eb05c691207cab757a63f525a387c0f60d9c2f645d78e927a3bf02d200c,1779,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.chk.k1.json,da4cef60b6b777e459d80144f3cac19431a16bc5d2b377dc71d0871268bd5dc1,1667,12,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE.json,ad153c76c0670f57bbd3db8eccff1fb4257ac38586a27a0cd7b26c8e561d1962,1704,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE.k1.json,dfe5e3eaf7c08b244c3a9a9b7120e2b74fcaa1ef38b03f6139466be62b26ca83,1821,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE.k2.json,61dce416ebb405e244a1e45a5b646dcb4ce640bfe4d481f4d0e75728e0ea1669,1818,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE.k3.json,3b2cc3f938f769adab7d1424cf25b0eb2f9dc900cdc946ba23b5d1c1f550ce48,1816,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE.k4.json,a7aab3226cd36c7b5e21868252e459f7d42b4addc5a2990672d3eb4a317530d9,1817,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE.k5.json,aa829e841e0c5695c827fb0b0f950d3d7155777916096d32afc6bb57aac039cd,1812,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE.k6.json,6d49564b0da5280db68c5882d0f1d7626a4c74c83d83668c4e855c9f7e599084,1813,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_af.json,3c95538381fe9c8d72a3af3a2d8eabf0c5bb176004c347f4594de72e9ee859ef,1698,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_aus.json,c4b390359d0a18304322b0d0980c33092894517d7793014e8ef17bf1664efb1c,1697,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_bor.json,123da2c4cc3871b3872fc7086356b93ab35c8662ccdc929080ae4f51d5e019e8,1699,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_cure.json,ec5ebdc43e0972e7cb88ddc2c416fba2a1502fcba160a5180722625aa2e582d7,1887,21,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_eur.json,3b0e5aa32c55c735fb42ab13b0f598830082db0b878daecc08a51a8d3c7bd946,1697,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_fx.json,b477c5c9204e5263393e1a43aece529cb6a3bd80f684b35c75f97b4191c4c73c,1704,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_fx.k1.json,74373fc80a14d80279ecde204be988b5ce809e1538a7395de7862e6b9cc10247,1821,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_fx.k2.json,9b6f456c25b90ff854bbda80d8bd3d6c4f50bea0bdcb8ede06c8cdcab7f16535,1819,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_fx.k3.json,ddc08f8eaa0238dfbc1f0e2952cdeb00236dc42fe1e3f93f28936ae9aa728414,1822,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_fx.k4.json,f4997db6d9642b91d1e8f54da84d237815289614b1f251aa9b0e0f343d3852a5,1822,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_fx.k5.json,3886d81c72fefe3f007f555eac1708c0d70f5098cd5a1616a488bbd1e322d867,1820,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_fx.k6.json,412e96bd9137929da61170ceac1e881d7f7550710c1847bae15750ba051e7df8,1817,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_gdp.json,ff92a0ccdcc1e37b360e88ae62739196aefcba7028add0bdfdb3715019f4d268,1738,17,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_nam.json,4bba7f3090dd92148b0f8203007c2f80ac4a11c2773889c948b62cc5a1daa776,1693,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_nogdp.json,d3ae0df691276d2eb8bc4b32e51d5e29da9458215e47398839592092bb145ab3,1701,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_sam.json,2bdc786cb5656fcf39492b36a9f9667124b00b7a7ec334e27ae792a8cfeeba25,1702,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_sea.json,f251e59f1597eed40a3b0c5f04167186361e4f46eb4eca283b71fbba84f4244d,1701,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledE_smoke.json,86f18e47f63fd52360d7668fe68d763a44e2049818ce14897908e6b04d048f19,1694,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledFW.json,d96c8d37f119d850a95968fc07f9ed93114cdfc2aa6439a40c0806377dd436fe,1701,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledFW.k1.json,b3298237deee1902401b09d285c12f4cce6597ab1f0759e17d13ba36789b055a,1815,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledFW.k2.json,9235f617a03d6b1230504d8354243da33e3cf2d6e4ee37d5350235f9c9069f83,1821,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledFW.k3.json,e598882a6b77ffb620af3e34dd38c7ca817a01a0dd43a4a89dc5d2cf5fbd43de,1821,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledFW.k4.json,b4da9e9ad77679c2aba2ef92c1b9003401f5d90e1c64e9c85b0e318874cf9726,1817,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.coupledFW.k5.json,c76ed48518f3125a56ae2297ce1139add660f75b740bc6b974de3932be3920c7,1820,16,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europe.json,183b2a3b98df8e2df42ecbc91bd2f7da7180f2b7a98077248420a154bb108ccb,1667,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europe.k1.json,9cac5f7a846ceeff447b0e436c3e02cd1aa3922675e91d19a83d43f3af524526,1783,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europe.k2.json,39c1bd91b764b8e35f196e74780df0e1587b724450d267444437a53ab7394ef3,1783,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europe.k3.json,09544dc785dda313e9e94f7ef793a196f2ee14959c17900ebb960090e6e4709f,1782,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europe.k4.json,f97eb5781fc5ba31d5ffa46122977d865d7256d9ea49b3f81d39ce4e352290ee,1776,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europe.k5.json,024d2e33dc2a95cf0814d15dc3f9a57453107fb3e332744179c49465859e7bfc,1784,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europe.k6.json,792a130fc28786f349e300d111f3fb6702b588edb9ab3d1cdc57d80109b76f5c,1780,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europecell.json,14593d7d21689ade03d60862a38ad0dbadb9935e95e601ad6f14d21cf7860fe2,1671,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europeho.json,7d733f3ff505e68ba94979a39adb6ecf548a407bcb46a9a9f8f62b25d46d76ed,1669,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europeseas.json,fba8ded767f439e9bdefa3d39b33a7fe3cc15470088a81169d8e2ab454c523dd,1672,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europeseas.k1.json,5a9796314b2fa590ecdd364e22d8503abdc0ce938fe3072ad207b5007b7d0fae,1788,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europeseas.k2.json,15af4348b46377141de179c538a58f890976b23a15a8016cdcd074bc53e40dc3,1785,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europeseas.k3.json,2aa3e7719f4980e384d0f1c143c797f28b99c5598bfe867f81361aeee3734e9e,1790,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europeseas.k4.json,3917d7616cfd7b48dcf1a72f174aafbf00c0dc185a8a8de409a80280f9e181e6,1783,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europeseas.k5.json,8eae3a4fd368340dca55a450f9e86d92e6e2e8c2f8087e37a66ca81c66adfd0f,1790,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.europeseas.k6.json,0d201b5ae78e39f4092efc5b2fbad789a5a47c270e648ff870494ab2475fb4c8,1785,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.json,479c63b919141e127eef2810028137fa8d11681a59570f574012985637541de1,1716,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.namerica.json,d9d46af446ba8488c09baa27bc7a6f7e264ee62a09d25c87f365dc051be13dda,1668,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.namerica.k1.json,e7cf4a91fa2a1991cb6a9f69e9608eb9e70b7ab8e859f031970f55e469ad83eb,1785,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.namerica.k2.json,9149411d4a976610fe94b4d0e84442409f657fc104125f4384ed1cd891e1ae09,1779,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.namerica.k3.json,3cec47ca1ced471d0102df9358ebbdba9d84b14955aa971c510387ffbb2221a4,1779,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.namerica.k4.json,77ac0e6f12850d09cfc025892a8c13cf483908311c88740265c1b4423518ceeb,1785,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.namerica.k5.json,9aa448909325f31d65897dccea35007d0cb5d4229d16f70e9b50ad349a6f741e,1783,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.namerica.k6.json,59ea02a51f5426fa9c5810969e758d17f21e99b15ca94dff1796552b28256a75,1781,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.nsga2.json,fde7fab8cf0a91b742cfd9a5c2b9b0602e57c3ce5eb6957794d038541622b7de,1512,12,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.paperD.json,95507169cb53340750f641437d99bb121d0d266e3eeb0e90a1253828d4d178b9,1556,12,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.paperD.k1.json,f14331c8ced016185a9d175a9ba979a2c4e50b71bdb9a8ae644596f6b5ad268d,1673,12,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.paperD.k2.json,53ce9269f6888b0692fa5d3c9653a9954a1c75a5966c2f2bef59064dcda63b57,1672,12,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.paperD.k3.json,6149e78d83c82134a84c29982c3c17d5cba19208d2acc837ba49af514ad2c83b,1672,12,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.paperD.k4.json,8d8662a4bbf1eb5b00b9e10f194ac346b9dcf5d482531520f3af2adf84fb82a0,1668,12,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.paperD.k5.json,c4d16dd3240d6f922586092fb5595a85a26638480320db6da92508842f3365d3,1675,12,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.paperD.k6.json,d4f0cd96bc265af128ccfa7bdd776e3285be8e7dfe6232e2d2033fe32de419cf,1673,12,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.paperD.k7.json,af31e868a27ca57d46b6a9373837e38a74dbb042558a0d016f31f805a4e3f2ca,1674,12,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.paperD.k8.json,c0a9e91463dcb7463884181afe774c2691da840ca04d432183d686476b2138ff,1676,12,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samerica.json,c2fa4eff395013da96e2fae001c56ddb9d0c82e6ab0bc92c31d515083b676a4b,1671,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samerica.k1.json,144909e41d22dc8456a615fb64b24096952dbc7aef3dfe9b52da056e2c5334fc,1787,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samerica.k2.json,6f2202d5c7a76fd17570edb4495af58e83bef71e2d850c7ce25dc8de50bb5dc9,1779,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samerica.k3.json,4d3f8b7bf0e168fd8718c925cf333fb8bb6bb4dbd34cd74c7b05842b49d2022f,1784,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericacell.json,39d4509138cbb3c323c8790d9d60da3387b1b685560591f882d802dce2e3e2c8,1672,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaho.json,3853945c563d8479dcf495404114894f983829fc32651d8e188a843f0f0ece7a,1663,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas.json,2184b1a13ea39a8a3975a0568bb7611329b0536291f1b5d8f2cd09c6416d176a,1672,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas.k1.json,fa088f8ce264d60e9e133a4a81e7978ffc5c5b96e9bc4cc0ce5319e20fd33de1,1786,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas.k2.json,7667e8e00b96218b7b5ed2dce2cdd98102ab22081bc6a4c8f53a332969bd9490,1790,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas.k3.json,e68d69a12ec16ca44c4ba219c3a6043563b28ec96e32a982d4f0e341ff876f64,1785,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas.k4.json,95f6d1a68343bbe732d0130e86be54cd12109f904119623fd2c61778d29db390,1789,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas.k5.json,2a32646cc5f23e2422aaf7c065891fde90ba7621bc59af993b7755bd13bd4fe4,1787,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas.k6.json,49032083c558e307e0861079f65fa07aba68c47483acfd126bb7cf76519a4eb5,1780,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas2.json,8dd949cf36aecb07cf5997e1389dc6123ccaa28269f9f94585511be23625e9c9,1672,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas2.k1.json,932340fb632e915e740aa646f54af330eb5d8b4fcc3ab7af90cbf90c0fd6e6ff,1786,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas2.k2.json,c6ba90dc297326a294f5e9388816d014f8aea01b3076e99358c07f010690f339,1790,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas2.k3.json,c5e443d17dc7b05b00d87924eeef7877a619a34b161c3d8fd89c59bcb7bc9243,1785,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas2.k4.json,ae87318a8256fc6115e484dd14cdcd58d97db89797c00253564e1889610702fc,1789,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas2.k5.json,89f0d93247ae0f1463a6e34b2a083ba4d14eab80bb7fd0f27bd00fee357865e1,1787,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.samericaseas2.k6.json,a07f782c02a21ead96ea735f4b67ce98ee3ec4a77c44f55c92f396a0729dd1ef,1780,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasia.json,0e1a4aac75eea669d5ae30b78a768e4aaafd195afa419256404d76cf97d1c940,1663,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasia.k1.json,89ea8f137939bba2d58b6502b7f3c58edc7f46bb02793665f234888165fc7a52,1780,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasia.k2.json,a6978ada434910dcbfbedd190da4a9932ee1429f42bad6abca5f1bbe6b24a3bf,1782,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasia.k3.json,10f3873a6454b9f097ef00cc3f76d7144000c73a473fa9b9f716b0768cde0300,1778,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasia.k4.json,da6901e2a2f6235af525a3fb9c738bc459f6305a1ac7e306e96acdc16f6f467e,1775,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasia.k5.json,d44f7971ad7b387dfb90404bd24497eef495d009df35c524306872582ac973a8,1778,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasia.k6.json,5afb5ff77ea1f051857fceea35df2046b9f4c7e13f055b3f724887bfd9f82589,1776,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasiacell.json,94f1cae770380838ef1135ddb6369562e063c072a808573ba6b09453e0647c14,1663,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasiaho.json,a77aadd12ebea796668440730eafa87b8009e9fa49254c11f75a6d3071abe76c,1659,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasiaseas.json,c11d16f850f06e8fa0d5324372429ecf8efa4f9c008e972ed03c5ce21c8c6438,1658,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasiaseas.k1.json,c9d0c784e9759821fdc198999542a94ad324263dd93f3b98d93b5c19b8cf6949,1775,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasiaseas.k2.json,dc65a3786adfa84f828d5b62f83293d1edd60c714098b1cbf2068c8b29f11ff6,1776,15,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasonal.json,9c234616050a7ec7ffa52c19e6a449559b53963a6d54baad9240fae89a194203,1623,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasonal.k1.json,c19320aefebe0ef654df9bf13793fef746151e8f40f87e93701d3c10c2f0d6e9,1740,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasonal.k2.json,75324b19f4ea0f6659843f29d1f55b45795f669aa5db09577079c14f28263ccd,1738,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasonal.k3.json,6849d1ba515923c556de2426c6727bb67e6674fba4a31f9fe26bef54658edd7d,1741,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasonal.k4.json,012912428bcb3ceb59d2ef635cc9f7a1fd9ab95d023548d98921774f0001622c,1741,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
model/parameters/coupled-gfed5/params.seasonal.k5.json,2b587b2a17c88cd012e9074d3a200693c205270e4e9aa261a354e9afdbe3325d,1742,14,Model C (coupled-consistent retune; drivers + GPP from Lei's ED dump; GFED5 target)
